Entity,Label,Count of NER
sevyn sevyn,PERSON,1
jersey house,PERSON,1
allanjohnson14,ORG,1
jemila worley,PERSON,1
gerald henderson,PERSON,1
two cents,MONEY,3
wishy washy,PERSON,1
eons,DATE,1
clarke,ORG,1
david mills,PERSON,1
george carlin rip anonymous,PERSON,1
irony,ORG,1
aung san,PERSON,1
suu,CARDINAL,3
national league,ORG,4
irony hypocrisy,PERSON,1
myanmar canadas,PERSON,1
aung san suu kyi de facto,PERSON,1
united kingdom  held,GPE,1
nobel peace prize,WORK_OF_ART,2
ndl,LAW,3
aung san suu kyi,PERSON,1
section 66d,LAW,2
nyar thar,PERSON,1
htin kyaw,PERSON,1
ko pho htaung,PERSON,1
yar pyay,PERSON,1
myo wai,ORG,1
myat maw,PERSON,1
january 27,DATE,1
march 31 year one,DATE,1
2009recovery 5,DATE,1
95 chart day,DATE,1
uskorean relations new us,ORG,1
eastern asia observing reaction,LOC,1
285 thousand,CARDINAL,1
163 billion dollars,MONEY,1
ministry national defense republic korea,ORG,1
republic korea usa,GPE,2
american party,ORG,1
forces usa,ORG,1
japan germany,ORG,1
korea usa require reconsideration,PERSON,1
spokesperson joshua earnest,PERSON,1
washington seoul,ORG,1
republic korea park,GPE,1
korean ministry foreign affairs,ORG,1
ten minute,TIME,1
korea usa,PERSON,1
koreans,NORP,1
park jiewon,PERSON,1
konstantin,ORG,1
center korean studies institute far eastern,ORG,1
russian academy sciences,ORG,1
38000,CARDINAL,1
william neil,PERSON,1
william n mccasland,PERSON,1
tom delonge speaking,PERSON,1
trailer week,DATE,1
william n mccasland committee,ORG,1
late september 2015,DATE,1
lena dunham,PERSON,1
daymond steer,PERSON,2
jerry kimmel,PERSON,1
podesta charming,ORG,1
kimmel,ORG,1
hillary jimmy kimmel,PERSON,1
late december 2015,DATE,1
january 7 2016,DATE,1
tatel john  article,PERSON,1
david tatel,PERSON,1
john  telling,PERSON,1
david last,PERSON,1
ann ann,PERSON,1
npr wisconsin,PERSON,1
robert fish,PERSON,1
leslie ken,PERSON,1
bob fish,PERSON,1
capsule pacific,ORG,1
march 6 2015,DATE,1
el segundo lunch,ORG,1
edgar mitchell one,PERSON,1
sarah latham,PERSON,1
1996 2000,DATE,1
ken gude ian millhiser  millhiser,PERSON,1
ian millhiser,PERSON,1
edgar mitchell podesta andor,PERSON,1
january 21 2015,DATE,1
130000,CARDINAL,4
almost another month,DATE,1
mansfield,ORG,1
mansfield,GPE,1
week earlier,DATE,1
obama edgar,PERSON,1
pamela hamamoto,PERSON,1
july 4,DATE,3
obama pamela,PERSON,1
march 5 2016,DATE,1
january 25 2016,DATE,1
neil mccasland,PERSON,1
robert f weiss executive,PERSON,1
martin corporation,PERSON,1
michael j carey,PERSON,1
tom delonge flight,PERSON,1
tom delonge jairam,PERSON,1
rajya sabha,PERSON,1
june 2004 july 2011,DATE,1
union council,ORG,1
october 2012,DATE,1
may 2009 july 2011,DATE,1
john glenn,PERSON,2
488 480,CARDINAL,1
florida 5,FAC,1
fox2detroitcom,ORG,1
nearly 50 years,DATE,4
jim caviezel,PERSON,1
nazareth republican,NORP,1
satan el,NORP,1
daisy luther daisy luther,PERSON,1
james breakwell,PERSON,4
1 4yearold,CARDINAL,1
days 4,DATE,1
october 27 2016 3,DATE,1
october 28 2016 4,DATE,1
destini41,GPE,1
nyyfan63,GPE,1
dcdude1776,ORG,2
false brian,PERSON,1
john riley,PERSON,1
jriley8832,NORP,1
jurassicpork59,PERSON,1
abunasir61,LOC,1
jim levy,PERSON,1
james otis,PERSON,2
leron,ORG,2
landmark gubler,PERSON,1
mahatma gandhi,PERSON,1
afp farewell old,PERSON,1
rio de janeiro,GPE,1
age 72,DATE,1
capitan brazils,ORG,1
janeiro,GPE,1
helen archer,PERSON,1
johnson nom de plume,PERSON,2
green beret united states army special forces airborne,PERSON,2
yuri,GPE,1
andrew siemion,PERSON,1
many many billions,CARDINAL,1
eight hours night,TIME,1
three nights,TIME,1
next twomonth,DATE,1
kickstarter campaign,PERSON,1
tabby boyajian,PERSON,1
dan werthimer,PERSON,1
berkeley seti,ORG,2
1500 years,DATE,1
1500 years ago,DATE,1
sin obama,PERSON,1
6 2016 dr eowyn 9,QUANTITY,1
16 years old,DATE,1
unhealthy jobs america,PERSON,1
17 october,DATE,4
17 oct 2016,DATE,2
ayn isa abu kamal al,PERSON,1
abu kamal,PERSON,1
mozdok,NORP,1
hawkeyes uss dwight eisenhower,PERSON,1
charles de gaulle s e2cs,PERSON,1
uss ross ddg71,ORG,1
nato systems detect presumably,ORG,1
us warplane,PERSON,1
sunday 16,DATE,1
late saturday,DATE,1
stephen lendman venezuelas,PERSON,1
nicolas maduros,PERSON,1
nearly 18 years,DATE,1
venezuelas national electoral council,ORG,1
article 72,LAW,1
506,CARDINAL,2
january 10 2017,DATE,1
aristobulo,PERSON,1
january 2019,DATE,1
supreme courts,ORG,1
united socialist,ORG,1
maduro venezuelas,PERSON,1
maduro,PERSON,3
jay cooper,PERSON,1
chopin mozart,PERSON,1
dobbin williams,PERSON,1
darrell issa calling administration corrupt,ORG,2
77,CARDINAL,3
martha n johnson,PERSON,2
sept 11 2012 weeks,DATE,2
535 million,CARDINAL,2
swan,LANGUAGE,1
swan marker swans,WORK_OF_ART,1
swan,PRODUCT,1
ornithology university oxfords department zoology,ORG,1
britannia britannia,GPE,1
3 miles 5 km,QUANTITY,1
sturgeon bbc,PERSON,1
oxen,GPE,1
saturday june,DATE,1
royal mint birthdays,ORG,1
41gun,CARDINAL,1
hyde,PERSON,1
21gun,DATE,1
62gun,CARDINAL,1
80th,ORDINAL,1
buckingham palace,FAC,2
carol ann,PERSON,1
1708,DATE,1
valour britain,GPE,1
nominees year,DATE,1
wield power grave constitutional crisis,ORG,1
john kerr,PERSON,1
post three hours,TIME,1
belize canada,ORG,1
jamaica,GPE,2
united kingdom head,GPE,1
elizabeth ii head,PERSON,1
henry viii,PERSON,1
rome 16th century,DATE,1
supreme governor church england,ORG,1
advice church commission,ORG,1
elizabeth ii dies,PERSON,1
age year,DATE,1
3pence 4pence,CARDINAL,1
john kirkhope,PERSON,2
bbc 2002,ORG,1
charles,PERSON,3
colourif,PERSON,1
sauchlemuir castle,PERSON,1
1474,DATE,1
duke marlborough,ORG,1
august 13,DATE,1
duke wellington,ORG,1
june 19,DATE,1
waterloo,PERSON,2
101116,DATE,1
chapter 22,LAW,3
rembrandt van,PERSON,1
year 1653,DATE,1
isaac altar,PERSON,1
1653,DATE,1
3000 years ago,DATE,2
3 year old,DATE,3
michael bublé,PERSON,5
luisana,PERSON,1
three years old,DATE,1
argentinian,NORP,3
tomas dente,PERSON,1
oct 16 2016,DATE,1
dr eugenie kleinerman head,PERSON,1
md anderson,PERSON,1
martin hum  institute optimal nutrition colds,PERSON,1
martin hum,PERSON,1
superfood chia,ORG,1
cindy murdoch  staff writer chia,PERSON,1
mary jane,PERSON,1
jonathan benson,PERSON,2
canola,PRODUCT,2
joseph benningtoncastro  everyday,PERSON,1
13th 2013,DATE,1
1996 2005,DATE,1
259,CARDINAL,1
1950 78 percent,PERCENT,1
442 percent,PERCENT,1
25 34 year old,DATE,1
americans least 18 years old,DATE,1
1960 72 percent,PERCENT,1
married united states,GPE,1
214 years old,DATE,1
256 years old,DATE,1
24 year old,DATE,1
853,CARDINAL,1
age 30,DATE,1
martin adult,PERSON,1
rbolo29,NORP,3
one morning,TIME,1
number zero,CARDINAL,1
mcdonalds jim davis,PERSON,1
michael john,PERSON,1
28 miles,QUANTITY,3
three four hours day,TIME,1
michael isa,PERSON,1
west germany,GPE,3
western germany,GPE,1
mansions least 5,CARDINAL,1
three quarter million dollar,MONEY,1
jonathan,PERSON,5
hisanic,ORG,1
coming years old,DATE,1
michael david mcelroy,PERSON,1
collgen2,NORP,1
david mcelroy,PERSON,1
tim one,PERSON,1
martin modern,PERSON,1
william penn  ,PERSON,1
eileen kuch,PERSON,1
stephen harper,PERSON,1
william penn,PERSON,1
western civilization,ORG,1
90,MONEY,1
later century,DATE,1
spoils,ORG,1
moreand,ORG,1
reconquista nations,ORG,1
first eu,ORG,1
future eu,ORG,1
16800,CARDINAL,1
20s,ORDINAL,3
africa middle east,LOC,1
contributionsparticularly east asia middle,LOC,1
candace cameron,PERSON,1
tibrina hobson,PERSON,1
787 years old,DATE,1
mitchell lifer,PERSON,1
yev ticketnazi kassem,PERSON,1
mitchell ed,PERSON,1
half hour later,TIME,1
mitchell,PERSON,2
90s,CARDINAL,5
united states department state,ORG,1
clintons jon hall,PERSON,1
jimmy carter ronald reagan george,PERSON,1
hsbc bank bank,ORG,1
81 million,CARDINAL,1
pedophilia,GPE,2
jon hall jon hall,FAC,1
jon hall,PERSON,1
trump vps plane,PERSON,1
0 84,CARDINAL,1
laguardia airport,FAC,2
uk child protection services,ORG,1
calais  ,PERSON,1
terry britain,PERSON,1
david davies,PERSON,1
17 18 years old,DATE,1
workers calais,ORG,1
every sunday,DATE,1
bay pigs veterans association representative group,ORG,1
8 13,DATE,1
19252,CARDINAL,1
8034,DATE,1
today article july 2016,DATE,1
elizabith weise,PERSON,1
us long ago,PERSON,1
st petersburg,PERSON,1
abm treaty 1972,LAW,1
mach,PERSON,1
november 1950 least sixteen,DATE,1
1106,DATE,2
792,CARDINAL,2
379,CARDINAL,1
north vietnamese,NORP,8
mig28s mig28s,PRODUCT,1
su30,PRODUCT,1
av8b,PERSON,1
downhill soviet,GPE,1
three hundred years,DATE,1
robert harkin,PERSON,1
karen taken,PERSON,1
karen,PERSON,1
karen remembers,PERSON,1
two three hours,TIME,1
mosques america,FAC,1
lokesh bemaani,PERSON,1
merc,ORG,1
one dozen,CARDINAL,1
bemaani,PERSON,2
anurag kashyap,PERSON,1
cm arvind kejriwal,PERSON,1
delhi cm,PERSON,1
scam hai ji  aap,PERSON,1
harris jayaraj devotee unreal rajendar fanatic passionate,ORG,2
june 30 2008,DATE,1
3 2006,DATE,1
october 10 2008,DATE,1
april 15 2008,DATE,1
michael albany,PERSON,1
throne england,ORG,1
idiot obama,PERSON,2
invite kids white house join festivities however recent incident,ORG,1
jim acosta acosta,PERSON,1
âthese,NORP,1
billions billions dollars,MONEY,2
1984style,CARDINAL,1
winston,GPE,1
around country year ago,DATE,1
fortnight ago,DATE,1
merkelâs,PERSON,1
âź50000,PRODUCT,1
february next year,DATE,4
xenophobia,GPE,1
bashar alassad cia,PERSON,1
nonsectarian,NORP,1
putin surrender,PERSON,1
19 november 2015,DATE,1
jim ziren,PERSON,1
putin join,PERSON,1
americas bombing,ORG,1
bernie sanderss,ORG,1
michael bubles threeyearold,PERSON,1
michael bubles threeyearold son,PERSON,1
lindas,PERSON,1
one two three half,CARDINAL,1
june 19july,DATE,1
21 nine,CARDINAL,1
dr jeffrey,PERSON,2
dr nicholas gonzalez,PERSON,2
dr bradstreet,PERSON,1
treatmentmy,NORP,1
lloyd blankfein ceo,ORG,1
24 2014,DATE,1
lloyd blankfein,ORG,2
october 24 2013,DATE,2
goldman sachs doddfrank,ORG,2
675000 three,CARDINAL,2
national multihousing council private speech,ORG,2
25 oct 2016,TIME,1
tina,GPE,3
60000 years ago,DATE,2
bohlender colleague,PERSON,1
15 4 percent,PERCENT,1
melanesia,GPE,1
west papua maluku,NORP,1
hint denisovan ancestry people china,ORG,1
274 percent,PERCENT,1
111 percent,PERCENT,1
3 6 percent,PERCENT,1
australians,NORP,1
50000 years ago,DATE,1
eske willerslev,ORG,1
last week 2016,DATE,1
american society human genetics meeting,ORG,1
melanesian,NORP,1
michael goodwin,PERSON,2
geoffrey grider,PERSON,1
arthur sulzberger jr papers,PERSON,1
arthur sulzberger jr dean,PERSON,1
pictwittercomjorqzx3ba9,GPE,1
sydney ember melbournecoal,PERSON,1
donald trump clinton,PERSON,2
casey houston,PERSON,1
red america,LOC,1
joseph mercola,PERSON,1
alexander wunsch,PERSON,1
410 minutes,TIME,1
34 days,DATE,1
13rd,ORDINAL,1
wwwthecommonsenseshowcom,ORG,2
steve quayle doug hagmann joe hagmann,PERSON,2
dr broer,PERSON,2
justice department headquarters,ORG,3
trump canada,ORG,1
monday 14 november 2016,DATE,1
almost 800,CARDINAL,1
escape usa dinghis,ORG,1
katie moore,PERSON,1
trudeau canada,PERSON,1
fbi america,LOC,1
fbi michael,PERSON,1
july 5th 2016,DATE,1
andrew mccarthy,PERSON,1
793f,NORP,1
bryan nishimura,PERSON,1
newman,PERSON,1
deployment united states,GPE,1
may 2012,DATE,1
michael dubin,PERSON,1
clinton bush,PERSON,2
obama gotten,GPE,1
jerry,PERSON,8
michael tonight,PERSON,1
heri,PRODUCT,1
joe trevors,PERSON,1
hillary jerry,PERSON,1
democratrepublican sham coin joe,ORG,1
lucy rhino,PERSON,1
4 snohtblossom,TIME,1
mike one,PERSON,1
mdice11,PERSON,1
votetedcruz2016,NORP,1
infidel51,GPE,3
bro micro aggressions cool dixieangel76,ORG,1
hillary america vegasbob,PERSON,1
lenin stalin richard mann,PERSON,1
paul meant,PERSON,1
john koskinen,PERSON,1
almost 74 years,DATE,1
one estimate years,DATE,1
5 10 years,DATE,1
910,CARDINAL,2
911104,DATE,1
paul patriot,PERSON,1
blaspheme,PERSON,1
202021,CARDINAL,2
islam trojan,PERSON,1
america joe,PERSON,1
male helm,PERSON,1
hillary satanic,PERSON,1
alan looks,PERSON,1
clintons lynch,PERSON,1
hillary 2016 guest lynch,PERSON,1
comey fbi,PERSON,3
bill g wilminton nc,PERSON,1
mark pope,PERSON,1
jesus christ head,PERSON,1
jesus god,PERSON,1
yeshua jesus pope head,PERSON,1
chris pope,PERSON,1
jesus right,PERSON,1
jesus freak,PERSON,1
ariusarmenian,NORP,1
comey martin armstrong,PERSON,1
bipartisan oligarchic,PERSON,1
orlando shooter,PRODUCT,1
omar matter,PERSON,1
14 2012,DATE,1
493,CARDINAL,1
14th 15th,DATE,1
joe,PRODUCT,2
bush ii guess,PERSON,1
8us,ORDINAL,1
elizabeth warren max gon,PERSON,1
michael usa,PERSON,1
paul ryan house,PERSON,3
july 5 2016,DATE,1
peron clinton,PERSON,1
el presidente,GPE,1
january 2017,DATE,4
bill maher,PERSON,1
cia muslim,ORG,1
antiamerican antichristian,NORP,1
retired22,ORG,2
1034,DATE,1
3000 years,DATE,3
preacher62,PERSON,4
fu america,LOC,1
25life,CARDINAL,1
serfs df,PERSON,1
hillary media,PERSON,1
cipher ya,PERSON,1
comey kowtowing,PERSON,1
nichols,PERSON,2
lyin lynch,PERSON,1
iraq clinton,PERSON,1
united states tribulation america,ORG,1
comey cavein,PERSON,1
200210,DATE,1
comey hack,PERSON,1
matthew 1024,PERSON,1
ark,GPE,1
early thirties,DATE,1
john 666,PERSON,1
nc god,PERSON,1
day hour,TIME,1
chaldeans,NORP,1
latter days,DATE,1
abraham abraham,PERSON,1
abraham obeyed,PERSON,1
chosen forfeit blessings,ORG,1
22829 28,DATE,1
20 hours,TIME,1
mod sistersoldier,PERSON,1
103116 days,DATE,1
arms millions,CARDINAL,1
cato institute voters learn,ORG,1
two decades old,DATE,1
251,CARDINAL,1
439 pm,TIME,1
evan bayhs,PERSON,1
year earlier week,DATE,1
19831997,DATE,1
19992011,DATE,1
millions millions dollars,MONEY,1
2177 million,CARDINAL,1
138 million48 million,MONEY,1
bloomberg story,PERSON,1
lawrence rybka,PERSON,1
early 2011,DATE,1
57 million,CARDINAL,2
209 million,CARDINAL,1
1 million 5 million,MONEY,2
october 2010,DATE,2
charles david hellbent,PERSON,1
messenger koch brothers,PERSON,1
139 million 48 million,CARDINAL,1
international committee red cross,ORG,1
may force hundreds thousands,CARDINAL,1
tim carney tpcarney,PERSON,1
zanotti,ORG,1
ben shapiro benshapiro,PERSON,1
mofia molratty,PERSON,1
97925,DATE,1
sprott us,ORG,4
rick known one,PERSON,2
nearly 40 years,DATE,4
experience usa inc manages billion,ORG,2
7 billion lp usa inc,MONEY,2
sprott us,PERSON,2
prepublic public companies usa inc  sprott usa sec,ORG,2
sprott group,ORG,4
sprott group sprott group,ORG,4
united one,ORG,4
wealth management usa inc  sprott usa sec,ORG,2
sprott usa,ORG,2
sam torontobased,PERSON,2
dave chase,PERSON,1
gallons,QUANTITY,1
20 13 million,CARDINAL,1
910 million,MONEY,1
38 percent,PERCENT,4
iowa state university,ORG,1
bernie sanders club,ORG,1
van fosson,PERSON,1
fox news trumps,ORG,1
bernie sanders supporter college,PERSON,1
1152016,DATE,1
pictwittercomekmv15zscd,GPE,1
wdfx2eu8,ORG,1
henry kissinger trust,PERSON,1
clinton,PRODUCT,2
arlington amarillo,GPE,1
denver cbs4,ORG,1
rick scotts,PERSON,1
mark walker,PERSON,1
scott,PERSON,1
ken detzner,PERSON,1
votebymail ballot,PERSON,1
these days,DATE,1
tuesday evening,TIME,2
arnab goswami,PERSON,3
anandi sharan,PERSON,2
monday 31st october 2016,DATE,1
diwali hindu,PERSON,1
js verma case,PERSON,1
11 december 1995,DATE,1
25 october 1994,DATE,1
16 april 1996,DATE,2
first time month later 16th may 1996,DATE,1
dr hedgewar,PERSON,1
gowalkar hindutva,PERSON,1
gowalkar savarkar,PERSON,1
rajiv gandhi,PERSON,6
31st october 2016,DATE,1
nehrus days,DATE,1
abdullah jammu,PERSON,1
kashmir constituent assembly contrary,ORG,1
article 370,LAW,1
24 march 1997,DATE,1
19th july 1996,DATE,1
ram temple party,ORG,2
5000 month,DATE,1
july 1993,DATE,1
vora committee,ORG,2
cbi,ORG,1
bombay city,GPE,1
bombay,GPE,1
881 days,DATE,1
bombay maharashtra,PERSON,1
gujarat,GPE,2
bjp hindutva fascist gang,PERSON,1
kuldip nayar,PERSON,1
09 april 1997,DATE,1
eleven months three weeks,DATE,1
ahmadi yesterday,PERSON,1
citys india islamic cultural centre iicc,ORG,1
october 1984 december 1989,DATE,1
june 1991,DATE,1
may 1996,DATE,2
lok sabha,PERSON,2
shah bano,PERSON,1
three years later 1986,DATE,1
mohammed khan,PERSON,1
salman rushdies satanic,ORG,1
eyes hindu,PERSON,1
surat riots,ORG,1
sixteen,DATE,1
kashmir sheikh,PERSON,1
abdullah indira gandhi,PERSON,1
ahmadi jsverma,PERSON,1
17 january 1998,DATE,1
264 days,DATE,1
09,CARDINAL,3
october 1998,DATE,1
bjp hindutva,PERSON,1
hindutva,NORP,2
11th january 2001,DATE,1
gowda kannadiga farmer,PERSON,1
kashmiri hindu,PERSON,1
2000 ram,QUANTITY,1
jethmalani hindutva,PERSON,1
sam piroj bharucha,PERSON,1
next cji 11th,DATE,1
article 301 constitution 2nd time,LAW,1
22nd december 2001,DATE,1
february 9th 2002,DATE,1
6th may 2002,DATE,1
186 days,DATE,1
november 2002 march 2002,DATE,1
24000,CARDINAL,1
hindutva,PERSON,2
4000 square foot,QUANTITY,1
year 2000 cji month month,DATE,1
hindutva patnaik,PERSON,1
19th december 2002,DATE,1
13 months 2015,DATE,1
gujarat,PERSON,1
vermas hindutva,PERSON,1
2nd may 2004,DATE,2
hindutva,ORG,2
article 356,LAW,1
rajendra babu,PERSON,1
month 1st june 2004,DATE,1
babu,PERSON,1
chandra lahoti manmohan singh,PERSON,1
22nd may 2004,DATE,1
chandra lahoti taken indian photo agency,PERSON,1
28th march 2011,DATE,1
chandra lahoti bjp,PERSON,1
lkadvani occasion,PERSON,1
himalaya prosaic,PERSON,1
friday 25th march 2011,DATE,1
consort hindutva,PERSON,1
reverse hindutva,PERSON,1
june 28th 2004,DATE,1
sonia gandhi,PERSON,1
congress party,ORG,2
united progressive alliance,ORG,1
mag anti bjp,ORG,1
november 2005,DATE,2
kumar sabharwal sabharwal upheld,PERSON,1
hindutva,LOC,1
kerala,GPE,1
kapadia kapadia,PERSON,1
kabir,GPE,1
19th july 2013,DATE,1
27th april 2014,DATE,1
mal lodha lodha,PERSON,1
28th september 2014,DATE,1
today 1990s,DATE,1
supreme court congress,ORG,1
ram temple,ORG,1
jammu kashmir constituent assembly illegality representation people act,ORG,1
bihari,PERSON,1
19th march 1998,DATE,1
december 1992,DATE,1
congress administration,ORG,1
2004 2014,DATE,1
supreme court india,ORG,1
29th december,DATE,1
narendra modis,PERSON,1
bharatya janata,PERSON,1
karnataka yeddiyurappa,PERSON,1
smkrishna rob,PERSON,1
karnataka bjp ruling,ORG,1
123 3a rp act,QUANTITY,1
section 123 3 rp,LAW,1
january tsthakur,TIME,1
31st october year,DATE,1
janata dal united front parties,PERSON,1
supreme communist party,ORG,1
31st october,DATE,1
sunil joshi,PERSON,1
simi,ORG,1
kumar hindu,PERSON,1
several millennia ago,DATE,1
yechury maintained,ORG,1
28th october 2016,DATE,1
statin,ORG,1
at least 23000,CARDINAL,1
statin,NORP,5
465,CARDINAL,1
cholesterol phobia manipulate health,ORG,1
harris first,ORG,1
616,CARDINAL,1
4 ppm,QUANTITY,1
gen stephen townsend,PERSON,1
transcript omar mateens,PERSON,1
orlando city,GPE,1
darryl bloodworth,PERSON,1
abu,PERSON,1
june 12,DATE,1
mateen,CARDINAL,1
one 200,CARDINAL,1
150 million,CARDINAL,1
385000,CARDINAL,2
draplin michigan,ORG,1
capitol,ORG,1
385000 year,DATE,1
85 million,CARDINAL,2
oct 20,DATE,1
201415,DATE,1
347295,CARDINAL,1
17 million year next five years,DATE,1
40 million year,DATE,1
6 years,DATE,6
jason goepfert,PERSON,2
multimonth,ORDINAL,1
143,CARDINAL,2
06,CARDINAL,3
3to1,CARDINAL,1
20082009,DATE,1
annual veterans day,DATE,1
saturday nov 5,DATE,1
usd259,ORG,1
commemorates national defense act,ORG,1
california district,GPE,1
normandy france,PERSON,1
every thursday,DATE,1
peter schweitzer,PERSON,1
fox newss,ORG,1
asian americans,NORP,1
communist workers party,ORG,1
aae,ORG,2
andy koenig,PERSON,1
hundreds thousands even millions dollars,MONEY,1
national council la raza nclr,ORG,1
raza,GPE,1
fig,ORG,2
european court,ORG,2
john brennan,PERSON,2
richard burr,PERSON,1
rnc dianne,PERSON,1
28 2015,DATE,1
ed snowden,PERSON,1
november 28 2015,DATE,1
digital liberty,ORG,1
burr,PERSON,1
june 2 2015,DATE,1
american warren,ORG,1
provisions usa patriot act,ORG,1
chris inglis,PERSON,1
january 2014,DATE,2
abc news usa,ORG,1
nsa us government,ORG,1
ccbysa30 matt,PERSON,1
unsertirol24,CARDINAL,1
vladimir putin united states,PERSON,3
jonas e alexis united states,PERSON,1
putin declares,PERSON,1
maria zakharova youtube,PERSON,1
putin nails,PERSON,1
vein matthew kroenig,PERSON,1
martin van crevelds,PERSON,1
rome european capitals targets air force,ORG,1
books cambridge university press,ORG,1
zionist outlets,PERSON,1
newsweek,PERSON,1
1 christopher,QUANTITY,1
14 2012 2,DATE,1
december 28 2012,DATE,1
october 14 2016,DATE,1
matthew kroenig,PERSON,1
21 2003,DATE,1
72 hours,TIME,3
last 72,DATE,2
lisa lerer,PERSON,1
early afternoon,TIME,2
november 14th,DATE,2
perigree moon,PERSON,2
moon closest point earth,ORG,1
moon illusion make,GPE,1
852,CARDINAL,1
2016 december 14th,DATE,1
icelands pirate party,ORG,1
jonsdottir leader pirate party,ORG,1
early sunday morning,TIME,1
sigurdur ingi johannsson,PERSON,1
antiestablishment pirate party,ORG,1
fabio,NORP,1
birgitta,PERSON,1
jonsdottir,PERSON,1
10 15,CARDINAL,2
society ms jonsdottir,ORG,1
pictwittercom9ucbbewnz2,NORP,1
john nichols,PERSON,3
300 27000,CARDINAL,1
christies,ORG,1
200 million us,MONEY,1
guistra,PERSON,1
delaware county,GPE,1
matt dorf,PERSON,1
misogyny,PRODUCT,1
gina miller,PERSON,3
anthropecene shorty,PERSON,1
seattle usa,ORG,1
earths 45 billion year,DATE,1
every 300500 million years,DATE,1
pacific atlantic,LOC,1
every million,CARDINAL,1
early 1896,DATE,1
late 1950s,DATE,1
last year west antarctic,DATE,1
coming centuries,DATE,1
33 meters,QUANTITY,1
half meter,QUANTITY,1
arctic ice,LOC,1
085 degrees,QUANTITY,1
203050,CARDINAL,1
45 billion,MONEY,1
eons,CARDINAL,1
8000 years ago,DATE,1
roughly 8000 years ago,DATE,1
last million years,DATE,1
1846,DATE,1
marx,PERSON,1
10000 years,DATE,1
early 8000 years ago,DATE,1
around 27 billion,MONEY,1
cyanobacteria,GPE,3
richard lewontin,PERSON,1
john green,PERSON,1
election eve,DATE,1
unfolds foster,PERSON,1
marcy park,FAC,1
july 20 1993,DATE,1
national archives records administration injuries,ORG,1
42 days,DATE,1
dr dan nuzum fulvic,PERSON,1
14 21,DATE,1
supreme fulvic,ORG,1
michael qazvini,PERSON,1
huma abedin l onboard,PERSON,1
muslim american,NORP,1
october 18 2008 3 weeks,DATE,1
muslims weeks,DATE,1
september 2008,DATE,2
arab american,NORP,1
george mitchell,PERSON,1
obama administration general counsel,ORG,1
365000,CARDINAL,1
bergen,LOC,3
bergen,ORG,1
7052,CARDINAL,1
19531957,CARDINAL,1
19971999,DATE,1
acute angina,ORG,1
around 61 percent,PERCENT,1
ihd,ORG,8
19942009,DATE,1
kris carr,PERSON,1
ben kim  wwwdrbenkimcom,PERSON,1
82 81,CARDINAL,1
ethan huff,PERSON,1
michael arnstein,PERSON,1
15mile commute,TIME,1
david avocado,PERSON,1
clinton huma abedin,PERSON,1
jog two,PERSON,1
27 oct 2016 0359,DATE,1
nearly 6 million,CARDINAL,2
paul laney,PERSON,2
camp least 15,CARDINAL,1
1172mile,CARDINAL,1
john perko,PERSON,1
south dakota,GPE,1
camp us army corps,ORG,1
378 billion,MONEY,1
khodorkovsky putin,PERSON,1
cozy washington print version,ORG,1
mikhail khodorkovsky,PERSON,2
mikhail khodorkovsky head,PERSON,1
michael mcfaul,PERSON,2
interfax clinton,PERSON,1
khodorkovsky,PERSON,2
cozy washington,GPE,1
ed,PERSON,1
happen putin,PERSON,1
trumps putin,PERSON,1
anton kulikov,PERSON,1
lethbridge canada,ORG,1
anthony hall,PERSON,4
lethbridge canada freedom,ORG,1
1882,DATE,1
kamran,GPE,2
2013 911,CARDINAL,1
imtiaz,GPE,1
nov 7 2016,DATE,2
mrs weiner,PERSON,1
huma abedin hillary clinton s,PERSON,1
40 60 years,DATE,1
islam,ORG,4
abdullah sports city,ORG,1
world cup,EVENT,3
emirates city jeddah,GPE,1
mansour,PERSON,3
bassam attiyah,PERSON,1
400 kilograms,QUANTITY,1
around 1100 meters,QUANTITY,1
almost 800000 square meters,QUANTITY,1
john nicholson,PERSON,2
16k,DATE,2
southwest kirkuk,GPE,1
theresa,ORG,1
house commons,ORG,1
judi lynch,PERSON,2
crystal healing foundation inc 501c,ORG,1
times,ORG,1
judi judilynchcom,PERSON,1
canada eu,PERSON,2
nadia,GPE,1
canada european union,ORG,1
shira stanton,PERSON,1
alfred de zayas,ORG,1
european commission,ORG,1
nick dearden,PERSON,1
thomas sowell delivers brutal,PERSON,1
us thomas sowell,PERSON,1
1042000,CARDINAL,2
michael tracey mtracey,PERSON,1
august 12 2016,DATE,1
106 million,CARDINAL,3
2015but,CARDINAL,1
bill neerdowell,PERSON,1
michigan department health human services county,ORG,1
michigan department health human services,ORG,1
mdhhs,PERSON,1
bob wheaton,PERSON,1
american chaldean council,ORG,1
oakland county,GPE,1
33 percent,PERCENT,2
people profits indiarussia alliance,ORG,1
east asia,LOC,3
eighth,CARDINAL,3
pakistans khyberpakhtunkhwa province,LOC,1
pankaj saran,PERSON,1
gilgitbaltistan province,GPE,1
jammu kashmir,PERSON,2
pakistan spokesperson indias ministry external affairs,ORG,1
pakistans khyberpakhtunkhwa,LOC,1
pakistan pakistan,PERSON,1
hindustan times,ORG,1
last fifteen months,DATE,1
army navy air force chiefs,ORG,1
pakistan worlds,ORG,1
2 billion pakistan,MONEY,1
1100kilometer,CARDINAL,1
lashkaretaiba jaishemuhammad,PERSON,1
almost seventy years,DATE,1
