Entity,Label,Count of NER
57 per cent,MONEY,1
january august 2016,DATE,1
4445 percent,PERCENT,1
another 1213 percent,PERCENT,1
1520 percent,PERCENT,1
midsummer,DATE,1
106 percent,PERCENT,1
january august year eight months 2014,DATE,1
january april 2016,DATE,1
134 percent,PERCENT,1
126 percent,PERCENT,4
53 percent,PERCENT,3
20072009,DATE,2
3132 percent,PERCENT,1
40 percent,PERCENT,21
200 grams,QUANTITY,1
40 grams,QUANTITY,2
12 percent,PERCENT,8
9 hours day,TIME,1
jerry kroth,PERSON,1
kroths,CARDINAL,1
huffington post,ORG,13
huffington,ORG,4
eric schmidt lawrence,PERSON,1
arianna huffington nicholas berggruen ernesto zedillo carl bildt,PERSON,1
joseph nye,PERSON,3
propaganda emanating white house,ORG,1
democratic party version,ORG,1
republican democratic party,ORG,1
rick wiles,PERSON,13
huma abedin,ORG,1
rick,PERSON,12
edward szall,PERSON,5
audio streamcast click,PERSON,1
tea party,ORG,1
joe walsh ril,PERSON,1
election weeks,DATE,1
november 9th,DATE,14
bob dylan,PERSON,2
eliot william faulkner,PERSON,1
aleksandr,GPE,1
andrew klavan ron radosh,PERSON,1
yasser arafat,PERSON,1
dim luster,PERSON,1
bob dylans,PERSON,1
al jazeera,ORG,3
ali saad,PERSON,1
saad,PERSON,1
saad,ORG,1
early 80s,DATE,2
stephen,GPE,1
million one,CARDINAL,1
october 26 2016 937,DATE,1
susan k,PERSON,1
909 pm,TIME,1
832 pm,TIME,2
andrew maguire  ,PERSON,1
6800 tonnes,QUANTITY,3
59,CARDINAL,9
november 11 2016,DATE,13
king world news,ORG,3
2268,DATE,1
eric record,PERSON,1
april 9 2013,DATE,1
august 13 2011,DATE,1
april 24 2004,DATE,1
august 31 2012,DATE,2
netanyahu,PERSON,19
first century,DATE,3
24 2013,DATE,2
11 april 2003,DATE,1
kurds arabs,NORP,1
medieval quarter,DATE,1
pavel talabani,PERSON,1
jalal talabani,PERSON,1
kurdistan political party,ORG,1
45 minutes,TIME,4
13 years later,DATE,1
40 per cent,MONEY,2
kurdistan,GPE,8
shia militia,ORG,3
syrian army siege east,ORG,1
north east,LOC,3
last 12 months,DATE,3
sinjar,ORG,2
last moment,TIME,1
520,CARDINAL,2
november 24th,DATE,1
morning 5,TIME,1
300000,CARDINAL,7
ten minutes,TIME,5
christina sarich christina,PERSON,1
lao tzu paramahansa,ORG,1
yogananda,DATE,1
miles davis,PERSON,1
tom robbins,PERSON,1
5 month,DATE,1
many months,DATE,1
john tells,PERSON,1
john atrisk,PERSON,1
john similar,PERSON,1
america cnn,ORG,1
17 year,DATE,2
giuliani,PERSON,13
david clarke,PERSON,3
angela rye,PERSON,3
smithsonian,ORG,5
eric striker,PERSON,1
american jewish committee,ORG,2
david j skorton,PERSON,1
africanamerican museum,ORG,2
agree thomas,PERSON,1
bloc ginsburg,PERSON,1
kagan whenever jews sotomayor,ORG,1
jew merrick garland,PERSON,1
insane thomas,PERSON,1
viacom,ORG,1
africanamerican museum entire section,ORG,1
angela davis,PERSON,2
james brown,PERSON,3
november 7,DATE,4
click mouse,PERSON,1
ibm,ORG,4
scarcely week,DATE,1
23 percent,PERCENT,4
35 percent,PERCENT,8
every thursday,TIME,1
karaoke,PERSON,1
google god daily,ORG,1
first half decade last half,DATE,1
700000,CARDINAL,8
sundays many years,DATE,1
40000,CARDINAL,10
35 billion,CARDINAL,1
12 trillion,CARDINAL,1
rbth,GPE,2
thirty percent,PERCENT,1
52 percent,PERCENT,1
pokida,ORG,1
rbc,ORG,1
1600,CARDINAL,4
61 percent,PERCENT,5
72 percent,PERCENT,1
345 percent,PERCENT,1
383 percent,PERCENT,1
45 percent,PERCENT,12
whiskas,ORG,1
105 percent,PERCENT,1
332 percent,PERCENT,1
135 percent,PERCENT,1
11 years,DATE,5
49 percent,PERCENT,6
267 percent,PERCENT,1
30 million,CARDINAL,9
403 percent,PERCENT,1
87 million,CARDINAL,1
117 percent,PERCENT,1
cbs news des moines,ORG,1
paul parizek,PERSON,3
55yearold,CARDINAL,3
polk county,GPE,2
john sarcone,PERSON,1
microencephaly,GPE,3
microcephaly,GPE,47
past 18 months,DATE,2
japanese,NORP,64
brazilian,NORP,10
new england,ORG,1
hemispheresin,PERSON,2
2175,DATE,2
past year,DATE,23
75 percent,PERCENT,12
wapo,ORG,6
west nile,LOC,2
19221171,DATE,1
thousands years,DATE,14
fifty,CARDINAL,5
day two months,DATE,1
35significantly,CARDINAL,1
one tablespoon,TIME,1
mindset,GPE,1
us labor movement,ORG,1
bernie sanders party,ORG,1
right sue,ORG,1
election day holiday,DATE,1
earths,CARDINAL,9
hillary pumpkin,PERSON,2
robert rich,PERSON,4
short days,DATE,1
sunday 13,DATE,1
november 2016,DATE,7
new united states,GPE,1
dmitri,PERSON,1
joseph k,PERSON,1
winters day,DATE,1
nov 4 2016,DATE,4
omar mateens,PERSON,1
30yearold,CARDINAL,2
noor salman,PERSON,1
new york times new york times,ORG,1
mateen day,DATE,1
orlando shooter,PERSON,1
georgia state university,ORG,1
mia bloom,PERSON,1
64,CARDINAL,15
april 2015,DATE,10
49,CARDINAL,19
melinda zeder senior,PERSON,1
smithsonian national museum natural,ORG,1
dr zeder,PERSON,3
earlier believed 1980s,DATE,1
23000yearold,CARDINAL,1
dr nadel,PERSON,1
150000,CARDINAL,6
congress fbi,ORG,3
late june,DATE,3
comey virtual,PERSON,2
joe digenova,PERSON,8
digenova,ORG,10
relevance hillary,PERSON,2
15year,CARDINAL,4
anthony huma,PERSON,2
hillary crimes,PERSON,2
memo fbi,PERSON,2
early 2015,DATE,4
hillary globalist,PERSON,2
last minute,TIME,12
justice department disclosing reopened investigation,ORG,2
election date,DATE,2
digenova,PRODUCT,3
americas internal house,ORG,2
quarter century recent years,DATE,3
eli,GPE,1
eric zuesse,PERSON,11
november 1st,DATE,3
sam biddle lee fang,PERSON,2
lee morgan,PERSON,2
franklin foer,PERSON,3
summertime,DATE,2
alfa bank,ORG,10
joseph r mccarthys campaign,PERSON,2
john birch,PERSON,5
decades 1991,DATE,3
henry scoop,PERSON,2
boeing,PERSON,2
saddam hussein muammar gaddafi,PERSON,2
joseph r mccarthy john birch,PERSON,2
martin dyncorp carlyle,ORG,2
10 october 2004,DATE,2
nonneoconservative republicans,PERSON,1
7 june 2004,DATE,2
article new york,ORG,2
judith miller,PERSON,2
miller,ORG,17
20 december 2004,DATE,2
democratic party neoconservative,ORG,2
new republic,GPE,7
nonneocon,ORG,4
kenneth,PERSON,9
persian puzzle,ORG,2
brookings democratic party,ORG,2
jones franklin foer new republic,PERSON,2
450person,CARDINAL,2
closest joseph r mccarthy john birch,PERSON,2
february 2014,DATE,10
revolution us government news,ORG,2
detat ukraine,ORG,2
later 1 march 2013 year,DATE,2
state department,ORG,15
kiev geoffrey,PERSON,2
pyatt russians,PERSON,2
saddam hussein muammar gaddafi bashar alassad,PERSON,2
steve quayle,PERSON,1
native americans,NORP,11
kelcy warren,PERSON,2
warren native east,PERSON,1
davis coowner texas,ORG,1
71000 miles,QUANTITY,1
sunoco southern union regency energy,ORG,1
4 billion,MONEY,2
greg abbott,PERSON,2
warren texas,PERSON,2
770 million,CARDINAL,1
andrew lucas,PERSON,1
warren,ORG,1
1100 mile,QUANTITY,1
midwest missouri,LOC,1
west texas,PRODUCT,1
200 mile comanche,QUANTITY,1
143 mile,QUANTITY,1
nearly year ago,DATE,1
6 year,DATE,2
1 10,QUANTITY,1
550000,CARDINAL,1
october 27th 2016,DATE,3
42 billion,MONEY,1
isaac davis,PERSON,6
refuge januarycheers,PERSON,1
300 miles,QUANTITY,2
anna brown,PERSON,2
nevada,GPE,54
standoff federal bureau land management,ORG,1
katu armed standoff,PERSON,1
jan 2,DATE,1
nearly six weeks,DATE,1
nearly half,CARDINAL,7
robert salisbury,PERSON,1
ammon ryan bundy,PERSON,3
daniel hill,PERSON,1
alexandra bruce,PERSON,2
graham hancock,PERSON,1
western qld drovers show solidarity cub,PERSON,1
carlton united brewery,ORG,1
sauvignon blanc,ORG,1
last five weeks,DATE,1
carlton united breweries,ORG,1
ronnie austin,PERSON,1
jacobs creek sauvignon blanc,ORG,1
vibrancy length,PERSON,1
mount isa,LOC,1
years eve,DATE,5
isa,ORG,1
october 7th,DATE,1
comey threw,PERSON,1
jason,PERSON,4
house committee oversight government reform,ORG,1
jason chaffetz,PERSON,4
patrick kennedy,PERSON,3
devin nunes,PERSON,2
alaa almarjani,PERSON,1
tweet united states,GPE,1
johnson shtfplan,PERSON,1
dave,PERSON,5
cbs council foreign relations,ORG,2
north koreas,LOC,6
north koreans,NORP,6
friday october 21st,DATE,2
dmv,ORG,4
electionday,DATE,4
clifford neuman director usc center computer systems security,ORG,2
almost dozen,CARDINAL,2
jamieson,ORG,1
july 27 2016,DATE,2
begins week,DATE,1
18yearold,CARDINAL,4
stephen rankins,PERSON,1
william chapman,PERSON,1
kirill denyakin,PERSON,1
james broccoletti,PERSON,1
johnny e morrison,PERSON,1
stephanie,PERSON,1
26yearold,CARDINAL,1
kazakhstani,NORP,1
april 23 2011,DATE,1
22 million,CARDINAL,8
roughly 250,CARDINAL,1
nearly three years,DATE,1
april 22 2015,DATE,1
handcuff,ORG,1
30 inches,QUANTITY,1
chapmans,NORP,1
jon babineau,PERSON,1
fred ziffel,PERSON,1
last 4 decades,DATE,1
650,CARDINAL,3
john king,PERSON,5
michael snyder donald trump,PERSON,1
rasmussen survey,PERSON,1
africanamerican voters,ORG,2
groups clinton,PERSON,1
romney north carolina,PERSON,1
8th,ORDINAL,11
john mccains,PERSON,2
west nevada,LOC,1
month october,DATE,2
doug schoen,PERSON,1
schoen fox news,PERSON,1
anthony weiners,PERSON,13
late monday,TIME,1
drudge,NORP,1
coming days,DATE,13
clinton american people,PERSON,1
26 oct 2016 2300,DATE,2
260,CARDINAL,2
morton county  ,GPE,1
100 weekend,DATE,1
associated press department,ORG,1
38 billion,MONEY,3
100 years old,DATE,1
north dakota,LOC,1
late monday,DATE,1
chairmans,NORP,2
approximately 1 68,CARDINAL,1
julian assange october,ORG,2
10282016,DATE,1
christopher greene amtv,PERSON,4
netflix thr,PERSON,2
oct 29 2016 2016,DATE,1
james woods,PERSON,2
true story darryl ankas,ORG,1
370,CARDINAL,5
503 pm,TIME,1
donald trump trumps,PERSON,3
dartmouth films,PERSON,2
us democratic party clinton,ORG,2
broadcaster part,PERSON,1
25minute,CARDINAL,5
ecuadorian,NORP,24
past nine months,DATE,2
nearly 20000,CARDINAL,5
us democratic national committee,ORG,2
bernie sanders outsider primaries,PERSON,2
17000,CARDINAL,3
6 days,DATE,1
election 2012,DATE,1
39000,CARDINAL,2
six days,DATE,4
trump miami,PERSON,1
calabasas,GPE,2
come point six years,DATE,2
lucy,PERSON,3
year 2020,DATE,2
society london,ORG,1
67 2020,DATE,1
rockström,GPE,1
stockholm resilience,ORG,2
marco lambertini director,PERSON,1
14000,CARDINAL,1
3700,CARDINAL,4
64000,CARDINAL,1
southeast asia,LOC,9
last 20 years,DATE,4
81,CARDINAL,10
science mike,PERSON,2
duke university us,ORG,1
eurasian lynx,PERSON,1
1960s,DATE,32
probably house right foods,ORG,1
74,CARDINAL,5
905,CARDINAL,1
swiss,NORP,13
almost 17,CARDINAL,1
approximately 12,CARDINAL,2
7 kale kale,QUANTITY,1
almost 6,CARDINAL,1
almost 5,TIME,1
2 mg vitamin,QUANTITY,1
vitamine kick dried,PERSON,1
approximately 20,CARDINAL,1
comey home,ORG,1
comey trey,PERSON,1
northern sea,LOC,4
arctic states,LOC,1
arctic council,ORG,1
ac india china singapore,ORG,1
several years ago,DATE,8
arctic,LOC,8
arctic ocean,LOC,1
europe asia,LOC,2
asia pacific region,LOC,4
kazuko shiraishi,PERSON,1
asia europe,LOC,2
yong sheng,PERSON,1
journey port dalian china,ORG,1
netherlands,GPE,40
several centuries,DATE,2
russian arctic region,LOC,1
madyug island white sea weighty contribution development nsr,FAC,1
2030,DATE,4
30 million tons,QUANTITY,1
chinas profound,ORG,1
huadian,NORP,1
russianchinese,NORP,1
27 billion rubles,MONEY,1
arctic territories,LOC,1
brian shilhavy,PERSON,1
world war,EVENT,3
malhotra,ORG,1
md gary,PERSON,1
nina teicholz,PERSON,1
peter attia,PERSON,1
365,CARDINAL,2
citizens riskus customs,ORG,2
northeast provincesmany,NORP,2
supplychinese,NORP,1
90 percent,PERCENT,16
half nitrogen chinas,MONEY,2
avian,NORP,2
34 percent,PERCENT,4
supreme,ORG,7
hillary clintonis,PERSON,1
27102016,DATE,4
kruphix kinda,PERSON,5
2000 year,DATE,1
45k per year,DATE,1
1k2k year one,DATE,1
2k,CARDINAL,1
23k year,DATE,1
500 800 month,DATE,1
20 trillion dollars,MONEY,4
vasa croe price,PERSON,1
almost 50,CARDINAL,1
democratsrepublicans,NORP,1
america donald,PERSON,1
december 19,DATE,2
december 19 january 6 2017,DATE,2
1860,DATE,5
stephen douglas,PERSON,1
13603,DATE,10
west virginia,GPE,12
white house p,ORG,1
8673,DATE,1
leigh jupiderleigh,PERSON,1
november 4 2016,DATE,33
haitian,NORP,2
harvard human rights journal,ORG,1
three years one month,DATE,1
jeffrey epsteins,PERSON,10
3776,DATE,1
dominican republic authorities country,ORG,1
28th,CARDINAL,1
podestaemails28,PERSON,1
15 year old,DATE,3
mexicos words federation,ORG,1
almost hundred years united states,DATE,1
rhode island,GPE,1
nearly four months,DATE,2
10th,ORDINAL,10
early 19th century decades,DATE,1
supreme authority,ORG,1
10to1,PERSON,1
ed  every,PERSON,1
nearly 101,CARDINAL,1
susan page,PERSON,1
karina,PERSON,1
82,CARDINAL,9
erdogans,NORP,7
salahhatin demirtas,ORG,1
julys,PERSON,1
selahhatin demirtas figen yuksekdag,ORG,1
early friday,DATE,3
erdogan,PERSON,20
july 15,DATE,1
mossad,ORG,20
domini donald trump,PERSON,1
maxwell,ORG,5
trumpat,ORG,1
control opportunism darker,ORG,1
jeffrey epstein,PERSON,9
judeomasonic cryptocracy,ORG,1
maxwell jeffrey,PERSON,1
luke rudkowski,PERSON,4
800000,CARDINAL,4
new lunar,ORG,1
010608,DATE,1
several thousands,CARDINAL,1
nearly million square miles,QUANTITY,1
jonathan turley,PERSON,4
debbie,ORG,1
district columbia,GPE,6
242,CARDINAL,3
tens millions,CARDINAL,25
early1990s,PERSON,1
david harveys books,PERSON,1
next 10 years,DATE,2
filipino,NORP,9
narayana,ORG,1
four months ago,DATE,2
nomura holdings inc issued,ORG,1
77 percent,PERCENT,3
next months,DATE,3
red zone,GPE,4
howard years,DATE,1
myanmar,GPE,5
us419000,PERSON,1
malcolm,PERSON,4
door australia,ORG,1
settle australia,ORG,2
july 2013,DATE,2
middle east africa,LOC,3
peter dutton,PERSON,1
abby martin,PERSON,6
tens millions bluecollar,MONEY,1
danger united states,PERSON,2
power germany,ORG,2
early days,DATE,7
joe mccarthy,PERSON,3
martin luther king,PERSON,4
hispanics,NORP,17
tel aviv old,GPE,1
miri siboni kiryatgat place,ORG,1
1948,DATE,48
irakalnabshiyeh,NORP,1
likud,ORG,3
charles de gaulle,PERSON,3
philosopher jeanpaul sartre support,PERSON,1
algerian,NORP,3
de gaulle,PERSON,2
sartre france,ORG,1
vladimir zeev jabotinsky,PERSON,1
forefather likud,PERSON,1
catholic spain,GPE,1
centuries ago,DATE,1
christian europe,LOC,1
saadia,GPE,1
torah arabic,PERSON,1
two many centuries,DATE,1
ovadia josef,PERSON,1
deri,PRODUCT,1
carson city,PERSON,1
ken furlong,PERSON,1
last 1315 years,DATE,1
40yearold,CARDINAL,3
carson,PERSON,3
heroin methamphetamines distort,PERSON,1
acab matt,PERSON,1
james michael,PERSON,2
dea eradication program,ORG,1
march 2003,DATE,2
uss,CARDINAL,2
january 11 2001,DATE,1
world war gulf war,EVENT,1
sharia,WORK_OF_ART,7
1981,DATE,13
pandoras,GPE,1
march 2003 6,DATE,1
isil,PERSON,17
2011 bashar,QUANTITY,1
summer 2011,DATE,1
four million,CARDINAL,2
hebrew,LANGUAGE,13
latterday,PERSON,2
since 2001,DATE,1
fellow shieldmaidens michele,PERSON,1
us clinton,PERSON,9
las vegas  ,GPE,1
indiana,GPE,24
broward county,GPE,4
la county,GPE,1
february 26th 2014,DATE,1
glenn greenwald,PERSON,3
social sciences techniques manipulate,ORG,1
ctv news,ORG,1
capitol hill,ORG,12
fcc,ORG,14
harvard university,ORG,8
sandra korn,PERSON,1
harvard crimson newspaper,ORG,1
feb 18,DATE,1
many times past years,DATE,1
djohn1,ORG,2
50s,CARDINAL,3
1949 1950,DATE,1
400 years later,DATE,1
princeton university leaving,ORG,1
sun,PERSON,2
360 day year,DATE,1
365 quarter day year,DATE,1
100 billion,CARDINAL,3
number one million,CARDINAL,1
valdez,DATE,1
djohn1,PERSON,2
268 days long,DATE,1
222 days,DATE,1
moon oil surface moon,FAC,1
johnny speaking,PERSON,1
immanuel velikovsky,PERSON,2
mike brown,PERSON,1
4050 degrees,QUANTITY,1
light year,DATE,1
12 light years,DATE,1
dr browns,PERSON,1
jaxon64,PERSON,5
20 years ago,DATE,8
von tischner,PERSON,1
jupiter hydrogen,LOC,1
2wurth,CARDINAL,1
gary2,ORG,1
eric blair,PERSON,1
gary michaels,PERSON,1
gary genitalia,PERSON,1
america americans,NORP,1
yt,GPE,1
dr goebbels,PERSON,1
almost everthing,DATE,1
england canada australia,ORG,1
uncle sam,PERSON,9
1964,DATE,19
bob g,PERSON,1
harvard students article,ORG,1
hundreds thousands dollars,MONEY,6
nearly 500000,CARDINAL,2
467500 2015,DATE,2
dr jill,PERSON,2
august 2013,DATE,1
article 50,LAW,15
jo murkens,PERSON,1
eu power taken,PERSON,1
david allen,PERSON,1
article 50 march,LAW,2
brexit bill,PERSON,1
jolyon maugham,PERSON,1
early december,DATE,3
article 50 notification,LAW,2
around three months,DATE,1
article 50 second,LAW,1
eu referendum booth,ORG,1
article 50 outright third,LAW,1
article 50 mps,LAW,1
institute international economics,ORG,1
botch brexit,ORG,1
harden eu,PERSON,1
united kingdoms,GPE,2
tyler cowen,PERSON,1
eu27,ORG,1
oct 31 2016,DATE,12
james davenport,PERSON,1
john bennett,PERSON,2
bennett,PERSON,10
adam soltani,PERSON,2
cair council americanislamic relations,ORG,1
imad enchassi,PERSON,1
imam enchassi,PERSON,1
randy grau redmond,PERSON,1
enchassi,PERSON,1
john guandolo,PERSON,1
bennett guandolo,PERSON,1
1836,CARDINAL,2
62736,DATE,1
calais jungle camp,PERSON,2
six thousand,CARDINAL,2
uzbekistan chancellor university dundee craig murray  close,ORG,2
martin armstrong,PERSON,3
stop clinton inc machine,ORG,2
steve,PERSON,7
174,CARDINAL,1
kwn kwn ii,PERSON,1
eric king,PERSON,11
eric building,PERSON,1
many many years,DATE,1
late 1970s 1980,DATE,1
last 15 years,DATE,8
six months year,DATE,1
nearly 25,CARDINAL,3
10year,CARDINAL,9
past couple months,DATE,1
25 30,CARDINAL,2
14 million,CARDINAL,6
1350,DATE,2
240,CARDINAL,6
14 million ounces,QUANTITY,1
quebec,GPE,2
mexico us canada,ORG,1
68 cents,MONEY,1
year 2017,DATE,1
21 ounce,QUANTITY,1
21 july year,DATE,2
5 6 years,DATE,1
21 23 end 2016,DATE,1
last couple days,DATE,3
andrew maguires,PERSON,1
2004 071116,DATE,1
past 12 years,DATE,1
paul hobbs,PERSON,1
linda,PERSON,1
90s,DATE,3
27 2016,TIME,4
north atlantic alliance,LOC,1
natorussia,ORG,1
latvia lithuania,FAC,1
early 2017,DATE,4
european commands,ORG,1
789million,CARDINAL,1
peter korzun,PERSON,1
bulgaria,GPE,9
romania,GPE,12
jens stoltenberg,PERSON,13
romanian,NORP,7
battle group,ORG,1
639,CARDINAL,1
nov 12 2016,DATE,1
alaska,GPE,8
evans,PERSON,1
californians,NORP,4
united ballot,ORG,1
evans,NORP,3
washington hawaii nevada,ORG,1
rest united states,GPE,1
months ago,DATE,22
nra,ORG,1
1 st freedom,QUANTITY,1
june 9,DATE,1
republican nevada,ORG,1
saturday night,TIME,9
hysteria fellow,PERSON,1
gazettejourna l,ORG,1
1500,CARDINAL,15
12th,ORDINAL,1
ninni laaksonen,PERSON,1
david letterman,PERSON,1
10 years ago,DATE,4
finnish newspaper iltasanomat,ORG,1
july 2006,DATE,2
ninnin lifestyle,PERSON,1
thierry meyssan,PERSON,2
thierry meyssan united states,PERSON,2
voltaire year,DATE,1
donald trump misogyny,PERSON,2
appointments state department  creation obamacare,ORG,2
hype proclinton,ORG,2
lewinsky affair,PERSON,2
presbyterians,NORP,2
puritan tradition clinton,ORG,2
presbyterian mrs clinton returned religion father participates today prayer group composed army chiefs staff,WORK_OF_ART,2
17th century,DATE,4
england oliver cromwell,PERSON,2
charles 1st,PERSON,2
palestine bloody,PERSON,2
england,GPE,3
holland,GPE,6
americas aboard,FAC,1
south africa,LOC,2
18th century,DATE,4
19th century,DATE,9
american civil war,EVENT,3
ťthird,ORDINAL,1
david lloyd george divided ireland,PERSON,2
kevin philipps,PERSON,3
south africa,GPE,28
plymouth boston,ORG,2
ťlaw,CARDINAL,1
meyssan french,NORP,1
russian,CARDINAL,1
ceta canada challenged eus chemical regulations,ORG,1
eu,ORG,4
october 19,DATE,5
center international environmental law ciel,ORG,1
21 times years 2003 2011,DATE,1
15 billion,CARDINAL,2
eu,GPE,9
paul magnette,PERSON,1
european chemicals,ORG,1
eus,ORG,2
9yearold,CARDINAL,2
bryce hoagies,ORG,1
115 pounds,QUANTITY,1
bryce,PERSON,1
school full two days,DATE,1
full week,DATE,2
eleventh,ORDINAL,2
ten years ago,DATE,3
jessica drake,PERSON,3
randy donald kissed,PERSON,2
next morning,TIME,3
perry mason many,ORG,1
john oliver,PERSON,8
deadpan new york times,ORG,1
winter 1992,DATE,1
tammy wynette,PERSON,1
election year,DATE,13
george hw bush clintons,PERSON,1
paula jones,PERSON,5
one reasons years,DATE,1
irony trumps,PERSON,1
1998 2016,DATE,1
vision america,ORG,1
many long hours,TIME,1
hillary lesbian,PERSON,3
sally miller,PERSON,1
1884,DATE,2
cleveland,GPE,35
danney williams,PERSON,12
bobbie ann williams,PERSON,2
bill story,PERSON,1
colleague webb,PERSON,1
frank marshall davis,ORG,1
sidney blumenthal,PERSON,6
kenya,GPE,16
jeb bush,PERSON,13
john kasich clinton inc,PERSON,1
paula jones description bill,PERSON,1
850000,CARDINAL,1
kathleen willey,PERSON,1
juanita broaddrick,PERSON,1
1920,DATE,6
warren harding,PERSON,1
britton,ORG,1
asbury park,GPE,1
new jersey harding,PERSON,1
white house affair speak,ORG,1
dick van,PERSON,1
twenty years,DATE,7
vince foster,PERSON,5
calais guardian,ORG,1
calais andrew anglin,PERSON,1
earlier today,TIME,10
last 24 hours,TIME,5
lisa ocarroll,PERSON,1
week 7 years founded,DATE,1
25 45,CARDINAL,1
jungle hours,TIME,1
midday,TIME,7
fabienne buccio,PERSON,1
monday completed days earlier,DATE,1
associated press news agency,ORG,1
williams west effect,PERSON,1
anomaly,GPE,5
karshs,NORP,1
