Entity,Label,Count of NER
otto von bismarck,PERSON,1
chaffetz rutah impeach,PERSON,1
john koskinen,PERSON,6
keys house appropriations committee,ORG,1
next september,DATE,2
seven weeks,DATE,5
july early september,DATE,1
fiscal year,DATE,11
end year,DATE,2
sen harry reid,PERSON,2
30 seconds,TIME,6
obama obama,PERSON,1
sometime new year,DATE,1
maybe house,ORG,1
steve harvey,PERSON,1
unify republican party,ORG,2
eric h holder jr,PERSON,1
eastern district,ORG,1
charles e grassley riowa,PERSON,2
rala,GPE,2
lynch lynch,PERSON,1
obama cabinet,FAC,1
senate year department,ORG,1
congress lynch,ORG,1
justice department committee,ORG,1
contention administration congress,ORG,1
washington state department,ORG,4
marijuana lynch,PERSON,2
yorker,ORG,1
83rd,DATE,1
stephen hargrove,PERSON,1
durham nc,ORG,1
leonzo lynch,PERSON,1
lorenzo jr,PERSON,1
justice department building audience,ORG,1
delta,ORG,3
red lynch,ORG,1
dime quarter,DATE,1
greensboro,GPE,1
christian america,WORK_OF_ART,1
2050,DATE,9
3 1 2000s,DATE,1
adam lee,PERSON,1
late 70s past years,DATE,1
nearly three,CARDINAL,3
previous year,DATE,9
gallup,ORG,66
53 66,CARDINAL,1
heavily clinton,PERSON,1
battle clinton,PERSON,3
chuck todd,PERSON,5
governor democratic national committee,ORG,1
sunday days,DATE,1
bill mahers,PERSON,1
last years,DATE,51
abdelhamid abaaoud belgian,PERSON,1
late 20s,DATE,2
al baghdadi press conference minister interior bernard cazeneuve,ORG,1
abaaoud,PERSON,6
129,CARDINAL,9
nov 16,DATE,1
cazeneuve,PERSON,1
dina templeraston,PERSON,5
salah abdeslam,ORG,1
molenbeek suburb become notorious,FAC,1
peter kenyon,PERSON,2
north paris,GPE,3
811,CARDINAL,1
nprs lauren,PERSON,2
christian muslim,NORP,1
house floor constituents shared frustration ambiguous language administration,ORG,1
syria islamic,ORG,3
february 5,DATE,3
february 2 2015,DATE,3
january 14 2015,DATE,1
134is,ORG,1
flank party,ORG,1
donald trump beating,PERSON,1
mel robbins,PERSON,2
microsoft,ORG,11
google amazon,PRODUCT,1
fox news koch,ORG,1
fox news news,ORG,1
kelly bimbo,PERSON,1
pentagon national counterterrorism center week,ORG,1
holiday season,DATE,2
much coming week,DATE,1
pressgfk poll,PERSON,1
7 10,CARDINAL,6
pentagon national counterterrorism center,ORG,1
national security council,ORG,14
recent year,DATE,1
year ending march 2015,DATE,1
505 billion,MONEY,1
490 billion,MONEY,1
2012 year,DATE,3
539 billion,CARDINAL,1
decade 20052014,DATE,1
august 2013,DATE,4
526 billion,MONEY,1
107035,DATE,1
21459,DATE,1
36 billion,CARDINAL,2
john brennan,PERSON,6
half billion dollars,MONEY,2
gen lloyd austin,PERSON,1
nine months,DATE,15
al nusra fate clear,ORG,1
patrick,PERSON,1
keystone clinton,PERSON,1
commonwealth,ORG,1
october 2010,DATE,2
next five years,DATE,5
four years row,DATE,2
nearly three years,DATE,2
brady bill,PERSON,1
amtrak,ORG,11
africanamerican youth,ORG,1
513,CARDINAL,1
361,CARDINAL,1
age 17 20,DATE,1
many hours,TIME,3
338,CARDINAL,3
age 16,DATE,3
207,CARDINAL,2
127,CARDINAL,2
103,CARDINAL,2
bureau labor statistics government data,ORG,1
33636,CARDINAL,3
92 people day,DATE,1
2013 11675,DATE,1
almost 32,CARDINAL,1
505,CARDINAL,1
281,CARDINAL,2
day 2013,DATE,2
271,CARDINAL,1
99 2014 first year,DATE,1
2014 56 years end,DATE,1
22 percent,PERCENT,17
carson low energy questioned immigration,ORG,1
monmouth university,ORG,11
third 8 percent,PERCENT,2
oct 2125,DATE,1
joe klein,GPE,1
quinoa kale,PERSON,1
20 years ago,DATE,11
john kasichdont,PERSON,1
deal clinton,PERSON,4
perhaps decades,DATE,1
jeff greenfield,PERSON,1
past 2008,DATE,1
marco,PERSON,17
30second,ORDINAL,2
kasich bush,PERSON,4
ohio bush,PERSON,1
late saturday night,TIME,1
february 20,DATE,3
middle street city,LOC,1
630 pm,TIME,5
915,CARDINAL,3
cruz,PERSON,8
chris moody,PERSON,1
carson,GPE,1
martha raddatz,PERSON,5
battle house,ORG,2
capitol hill panels police,ORG,1
azerbaijan,GPE,14
republic soviet union central asia,GPE,1
azeri,NORP,1
chris delacy,PERSON,1
spokeswoman sophia lafargue,PERSON,1
oce tell ethics committee,ORG,1
oce oce,ORG,1
azerbaijan,PERSON,1
craig holman,PERSON,1
jim bridenstine rokla,PERSON,3
yvette clarke dny,PERSON,2
danny davis,PERSON,1
jackson lee dtexas leonard,PERSON,1
michelle lujan grisham,PERSON,2
thousands dollars,MONEY,12
110000,CARDINAL,2
robert creamer scott,PERSON,1
six morning,TIME,1
dnc dnc,PERSON,2
last twenty years,DATE,1
james okeefe,PERSON,4
its labor day,DATE,1
jaunt mexico,ORG,1
mexicowas,ORG,1
minus17,NORP,1
minus8,PERSON,3
december january,DATE,1
minus20,GPE,1
late may early june,DATE,1
minus15 17,DATE,1
julian,NORP,2
americalong clinton,PERSON,1
five years later,DATE,2
matthew yglesias,PERSON,1
colin powell,PERSON,14
alma powell,PERSON,1
colin secretary,PERSON,1
early 2000s,DATE,4
ken lay state department,PERSON,1
next nine weeks,DATE,2
s legit clinton,PERSON,1
bill weld,PERSON,3
74 percent,PERCENT,12
shot johnson,PERSON,1
may abandon libertarian party,ORG,1
mitt romney haley barbour,PERSON,1
stein vanessa tijerina,PERSON,1
couple years ago,DATE,6
antonio texas,PERSON,1
green party,ORG,5
38yearold,CARDINAL,3
jill stein,PERSON,14
bernie tijerina,PERSON,1
8 donald,QUANTITY,1
369,CARDINAL,1
435,CARDINAL,7
099,CARDINAL,1
036,CARDINAL,1
julian assange,PERSON,1
steins choice week,DATE,1
baraka,PERSON,3
sandernistas,ORG,1
carlos martinez,PERSON,1
jill stein sanders clinton,PERSON,1
stein,PERSON,2
martinez,ORG,2
pam ellis,PERSON,1
couple hundred,CARDINAL,2
57yearold,CARDINAL,2
feb 20,DATE,10
feb 27,DATE,14
rtexas trump,PERSON,1
62 percent,PERCENT,19
american workers,ORG,3
several decades,DATE,6
jeb trump,PERSON,1
4200,CARDINAL,2
caroline kennedy,PERSON,4
november 2016,DATE,12
100 degrees,QUANTITY,1
jan drake,PERSON,1
72,CARDINAL,7
past couple weeks,DATE,3
usa usa usa,ORG,1
diet coke,PRODUCT,2
25000,CARDINAL,18
71,CARDINAL,7
tom tancredo,PERSON,1
joe arpaio,PERSON,5
united states immigration,ORG,1
education,ORG,1
march last year,DATE,1
little year later,DATE,1
nashville,GPE,2
oncestaunch enthusiast common,PERSON,1
2016ers,CARDINAL,3
early 2002,DATE,1
19992007,DATE,2
john potucek,PERSON,1
andy ogles,PERSON,1
rutledge,GPE,3
nbc newss,ORG,1
craig melvin,PERSON,2
monica lewinsky neurotic,PERSON,1
paula jones,PERSON,8
18yearolds,CARDINAL,1
january 1998,DATE,1
20s 30s,DATE,1
steve bannon,PERSON,9
january 2015,DATE,11
bloombergs joshua,PERSON,1
first weeks,DATE,2
january 17 1998,DATE,1
lewinsky affair,PERSON,3
clinton lewinsky case,PERSON,1
newt gingrich affair,PERSON,1
broaddrick paula jones kathleen,PERSON,1
allen bill cosby,PERSON,1
jane,PERSON,6
broughtupbypretendingtonotbringup clinton,PERSON,1
alicia machado,ORG,2
sexism clinton,PERSON,1
piggy,PERSON,4
latina donald,PERSON,1
millions dollars,MONEY,46
american university,ORG,11
interview clinton,PERSON,6
time state department leaving office,ORG,1
55000,CARDINAL,8
last year year,DATE,2
this white house,ORG,1
bill hillary chelsea clinton foundation,PERSON,1
algeria,GPE,7
flap,ORG,3
afghanistan 2017,GPE,1
afghanistan taliban,ORG,1
post2016,ORG,1
2001 two weeks,DATE,1
14 years,DATE,16
sept 11 2001,DATE,23
david sedney,PERSON,1
lisa monaco,PERSON,3
kunduz taliban,PERSON,1
kandahar jalalabad,FAC,1
15 billion year 5 billion,MONEY,1
1000person,CARDINAL,1
year 25,DATE,1
sudarsan raghavan,PERSON,1
salahuddin mohammad sharif,PERSON,1
kaufman delaware,ORG,1
kaufman,PERSON,2
bidens lingering,PERSON,1
kaufmans,NORP,2
national press corps,ORG,1
martin omalley two,PERSON,1
2 million 24 hours,QUANTITY,1
general president international association fire fighters,ORG,1
early february first days,DATE,1
illinois michigan effectively,ORG,1
house committee,ORG,2
september 2012,DATE,18
jeffersonjackson dinner,ORG,1
52 percent,PERCENT,23
familys muslim faith,PERSON,1
clinton republican convention,ORG,1
smith,ORG,10
33 34 years,DATE,1
late iraq war,EVENT,1
ryan williams,PERSON,2
john harwood,PERSON,7
49 percentto39 percent,PERCENT,1
much month,DATE,2
98 million,CARDINAL,2
abandon trump,PERSON,1
masse party,ORG,1
bad week,DATE,3
80 million,CARDINAL,3
90 million,CARDINAL,1
barry bennett,PERSON,6
daytona beach,PERSON,1
kelly,ORG,1
one year ago week,DATE,1
100year,CARDINAL,1
hungarian,NORP,5
western europe,LOC,5
middle east africa,LOC,3
keleti railway,PERSON,1
west migrants,LOC,1
budapest guardian,ORG,1
austria germany,GPE,3
sky news,ORG,1
viktor orban,PERSON,1
160000,CARDINAL,2
eu,PERSON,13
italy france,ORG,1
eu germany,GPE,1
800000,CARDINAL,9
year four,DATE,1
mediterranean sea,LOC,6
105 miles,QUANTITY,1
later hungary months,DATE,1
december 2018,DATE,1
15 hour 2022,TIME,1
jersey district,ORG,1
nick hanauer,PERSON,1
groups city council,ORG,1
raúl grijalva,PERSON,2
cpc,ORG,1
1010,DATE,4
725 hour,TIME,4
california berkeley,ORG,4
month monday,DATE,1
jim winkler,PERSON,1
general secretary national council,ORG,1
katrina,EVENT,6
april 2015,DATE,4
north american,NORP,11
obama white house,ORG,1
cea,ORG,4
labor department study,ORG,1
bill administration,ORG,1
colleague sen ron wyden,PERSON,1
56 cents,MONEY,1
last month 2013,DATE,1
196 billion,CARDINAL,1
david cook,PERSON,1
city county,GPE,1
part cities united immigration action,ORG,1
cities united fight immigration reform nation,ORG,1
november many 5 million,DATE,1
national league cities us,ORG,1
austin,NORP,1
345 pm,TIME,1
181,CARDINAL,1
jeh johnson,PERSON,21
nancy reagan,PERSON,5
sunday 94,DATE,1
nearly 200,CARDINAL,6
airbus sanderss,ORG,1
several days,DATE,7
rim nations clinton,ORG,1
obama secretary,PERSON,1
anderson,PERSON,15
late saturday,TIME,5
lordy day,DATE,1
eighty percent,PERCENT,6
83 percent,PERCENT,8
63 percent,PERCENT,14
eight weeks,DATE,3
10 centimetres,QUANTITY,1
andrás zlinszky centre,PERSON,1
alleigh marre,PERSON,1
bernie sanderss,PERSON,2
matthew continetti,PERSON,2
hispanics fox news,ORG,1
less six months,DATE,2
fox news latino,ORG,3
box clinton,PERSON,1
november 23,DATE,1
rala rep,PERSON,1
rtexas join,ORG,1
bob woodward,PERSON,2
tucker carlson,PERSON,1
thirtyfive years ago,DATE,1
one cent,MONEY,2
chris christies,PERSON,5
minnesota state,ORG,1
the san diego county department animal services,FAC,1
pacific beach,GPE,1
carlos wallis,PERSON,1
san diego humane,GPE,1
dan desousa,PERSON,1
eus buttoneddown,PERSON,1
station days,DATE,1
early thursday,DATE,9
austrian,NORP,4
west budapest,NORP,1
martin schulz orban,PERSON,1
800000 asylumseekers year,DATE,1
503 million,CARDINAL,1
28nation,CARDINAL,2
schulz,ORG,1
slovakia,ORG,2
estonia fewer,FAC,1
european council,ORG,1
donald tusk,PERSON,1
poland,GPE,13
turkish beach,GPE,1
eu european,NORP,1
austria,GPE,5
the geneva convention apply germany,EVENT,1
coming days,DATE,21
21yearold,CARDINAL,17
serbia,GPE,3
five days earlier,DATE,1
hungarian helsinki committee group offers legal advice,ORG,1
20thcentury,CARDINAL,3
last couple decades,DATE,2
budapest,GPE,1
karla adam,PERSON,5
sept 11,DATE,11
kardashian,NORP,1
kim kardashian,PERSON,2
paula jones juanita broaddrick,PERSON,1
bill clintons,PERSON,29
wednesday  one day,DATE,1
johns,PERSON,1
yahoo news national political correspondent,ORG,1
1237,CARDINAL,81
2016 fourth,DATE,1
cruz marco rubio,PERSON,1
first 20,DATE,1
perfectfortv,ORG,1
paragraphs michelle,PERSON,1
donald,PERSON,7
every couple days,DATE,1
neil kinnock,PERSON,1
patrick misstep,PERSON,1
comey bombshell,PERSON,1
sept 2015,DATE,1
anthony weiners,PERSON,2
pete williams,PERSON,1
oct 2526,DATE,1
54 37,CARDINAL,1
5142,CARDINAL,1
6133,DATE,1
jail clinton,PERSON,1
patrick murphy,PERSON,6
245 pm,TIME,1
north carolina mike pence,ORG,1
1789 1797,DATE,1
john adams,PERSON,1
1797 1801,DATE,1
november 1 1800,DATE,1
james monroe,PERSON,3
18171825,DATE,1
andrew jackson,PERSON,2
18291837,DATE,1
american revolution war 1812,EVENT,1
william henry harrison 1841,PERSON,1
one month term harrison,DATE,1
john tylers,PERSON,1
18411845,DATE,1
zachary,CARDINAL,1
18491850,DATE,1
franklin pierce,PERSON,2
18531857,DATE,1
james garfield,PERSON,2
1881,DATE,2
two weeks later,DATE,5
woodrow wilson 19131921,PERSON,1
19th,DATE,2
1920,DATE,3
19291933,DATE,1
19331945,DATE,1
conservation corps,ORG,1
age 39,DATE,2
kennedy 19611963 first,DATE,1
vietnam jimmy carter,PERSON,1
19771981,DATE,1
1978,DATE,11
david accords,PERSON,1
19811989,DATE,1
george hw bush 19891993,PERSON,1
kuwait,GPE,20
eastern europe,LOC,8
19932001,DATE,1
20012009,DATE,2
20092017,DATE,1
africanamerican hold,ORG,1
opec,ORG,1
jan 26,DATE,2
4555,DATE,1
5 per year,DATE,1
200 billion barrels,MONEY,1
710 trillion,MONEY,1
150 billion,CARDINAL,4
chevron,ORG,9
gulf mexico,LOC,3
6 billion,CARDINAL,3
texas biggest immigration,ORG,1
60 minutes,TIME,22
90 minutes,TIME,11
s  15 minutes,TIME,1
late june,DATE,7
two 2014,DATE,1
february 2015,DATE,7
183000 1999,DATE,1
first several years,DATE,2
june 2012,DATE,8
february 2015  days,DATE,1
andrew hanen,PERSON,6
texas sue federal government,ORG,1
fault texas,ORG,1
roberts,PERSON,9
hanen fifth,PERSON,1
obama administration dictated,ORG,1
700000,CARDINAL,7
cruz trump,PERSON,1
hillary clinton bernie sanders,PERSON,9
fiat,ORG,1
andrew prokop,PERSON,2
walter dellinger,PERSON,1
united states v,GPE,1
many years perhaps decades,DATE,1
tunisia year,DATE,1
nearly 12 percent,PERCENT,1
114 million,CARDINAL,3
kurdistan,GPE,6
world bank,ORG,3
next three years,DATE,6
graham allison,PERSON,2
belfer center,PERSON,1
steven warren,PERSON,2
gulf,LOC,5
hossein,PERSON,1
red crescent,ORG,2
2500 tons,QUANTITY,1
djibouti,GPE,3
hormuz us navy,ORG,1
marshall,PERSON,4
61 62,CARDINAL,1
nomination month,DATE,1
1185,CARDINAL,1
156,CARDINAL,1
trumps appalachian,PERSON,1
172,CARDINAL,4
ninety,CARDINAL,1
new yorkstyle,GPE,1
800,CARDINAL,10
1230,DATE,2
1185,DATE,1
hillary clinton bernie sanders people,PERSON,1
chicago police department,ORG,1
illinois chicago,ORG,2
estrada department,ORG,1
william calloway,PERSON,1
anthony guglielmi,PERSON,1
dayton suburb vandalia,FAC,1
dayton,PERSON,1
bernie communist,ORG,2
joe fritz 20,PERSON,1
fritz,ORG,1
angelica,GPE,2
matthew ross,PERSON,1
1 gallon,CARDINAL,3
gallon,CARDINAL,8
142,CARDINAL,5
gulf mexico,GPE,1
south houston,LOC,1
exxon mobil corp nyse xom,ORG,1
several hundreds thousands barrels,QUANTITY,1
american petroleum institute,ORG,3
040,CARDINAL,1
03515,DATE,1
missouri 03570,EVENT,1
03540,DATE,1
247,CARDINAL,16
sunni saudi arabia,NORP,1
saudi arabian,NORP,2
tehran,GPE,8
nearly two years,DATE,3
april 17,DATE,1
1024,DATE,1
610,CARDINAL,2
rachel maddow,PERSON,3
hillarybernie,PERSON,1
last nights,DATE,15
first hour,TIME,3
town hall,FAC,2
sanders clinton,PERSON,16
late day,DATE,4
s day,DATE,2
whizbang,GPE,1
genderessentialist,NORP,1
worst days,DATE,2
journalnbc news poll,ORG,2
96,CARDINAL,3
donald trump trumps,PERSON,1
tom brokaw,PERSON,3
groups dan balz,PERSON,1
ben smith,PERSON,1
richard engel,PERSON,2
first time,DATE,1
since day,DATE,1
81 percent,PERCENT,8
hesaid,PERSON,1
media scum frank rich new york,ORG,1
popular health exchange,ORG,1
health care exchange,ORG,1
medicaid kentucky,ORG,2
83,CARDINAL,7
james comer,PERSON,1
al cross director institute,ORG,1
obama unpopular,PERSON,1
kentuckians bevin,PERSON,1
almost three,CARDINAL,2
may 2014,DATE,10
1 3,CARDINAL,4
jack conway conway,PERSON,1
republican rand,ORG,1
paul bevin,PERSON,1
louisville city,GPE,1
bevin grownup,PERSON,1
1 4,CARDINAL,3
hillary bill clinton,PERSON,3
1974,DATE,11
july 1987,DATE,1
pbs,ORG,9
hart,LAW,3
another white house,ORG,6
mid 60s,DATE,1
70s,DATE,6
joe biden challenge,PERSON,1
nearly 2008,DATE,1
brian schweitzer montana,PERSON,1
harry truman,PERSON,7
lyndon johnson jimmy,PERSON,1
carter george,PERSON,1
1952 1968,DATE,1
nelson rockefeller,PERSON,3
december 1959,DATE,1
1940s 1950s,DATE,1
rockefeller,ORG,3
jim brainard mayor,PERSON,1
trojan,PERSON,1
sen marco rubio fla,PERSON,3
indian american,NORP,2
loudoun,GPE,1
kay godwin,PERSON,1
eric brakey,PERSON,1
four years earlier,DATE,2
republican national committee overturn state convention,ORG,1
paul ky,PERSON,6
ron paul  ,PERSON,1
exobama advisers confirmed foxnewscom raising money support clinton,ORG,1
jim messina,PERSON,3
jennifer granholm,PERSON,3
granholm,PERSON,2
catherine buckley,PERSON,1
robert lewis,PERSON,3
colorado springs,GPE,11
stocky,PERSON,1
year alone,DATE,2
november 8,DATE,7
around 240 years,DATE,1
19 days,DATE,2
chris wallace fox news,PERSON,1
vladimir putin clinton,PERSON,1
wallace,PERSON,9
kamala harris,PERSON,7
maggie hassan help,PERSON,4
chris kyle,PERSON,10
chad littlefield,PERSON,2
vin,PERSON,2
ten months,DATE,2
couple weeks ago,DATE,7
oct 28,DATE,4
danny diaz,PERSON,3
dec 15,DATE,2
las vegas diaz,GPE,1
al cardenas,PERSON,3
rubio fourth,PERSON,1
kentucky rubio,PERSON,1
portrayed paul,PERSON,1
kick mule,PERSON,2
terry sullivan,PERSON,6
maria bartiromo,PERSON,6
bob smith,PERSON,1
rick tyler,PERSON,6
rubio gang,PERSON,1
iowa jose,PERSON,1
trump skip,ORG,1
feud fox news,PERSON,3
many billions dollars,MONEY,2
bret baier,PERSON,10
earlier tuesday,TIME,1
ayatollah putin,PERSON,3
late tuesday evening,TIME,1
fox news spokesperson,ORG,1
couple days,DATE,4
132,CARDINAL,3
fox news fox,ORG,4
9 pm,TIME,10
john kasich,ORG,2
paul kept,PERSON,1
7 pm et earlier,TIME,1
jim gilmore,PERSON,11
next monday day,DATE,1
mark levin,PERSON,4
around 7 pm,TIME,1
30 hours,TIME,5
expire,CARDINAL,2
sen dan coats,PERSON,1
945 pm,TIME,1
12 pm et june 1,TIME,1
2048,DATE,3
1103 pm,TIME,1
934 pm,TIME,1
931 pm,QUANTITY,1
816 pm,TIME,1
quarterly,DATE,11
martin heinrich,PERSON,1
monday june 1,DATE,1
4 pm et,TIME,2
late 8 pm,TIME,1
sen ron wyden,PERSON,2
millions hundreds millions,MONEY,1
753 pm,QUANTITY,1
houses usa freedom act,ORG,1
742 pm,QUANTITY,1
728 pm,QUANTITY,1
708 pm,TIME,1
77 17,CARDINAL,3
paul senator,PERSON,2
another 30 hours,TIME,1
far 75,CARDINAL,1
616 pm,TIME,1
206,CARDINAL,6
605 pm,TIME,1
harry reid patrick,PERSON,2
bill leahy,PERSON,1
sen paul,PERSON,1
556 pm,TIME,1
chuck grassley,PERSON,11
shot sen john,PERSON,1
paul learn,PERSON,1
s paul,PERSON,1
senate chamber continue business speed,ORG,1
david brooks tom,PERSON,1
frank bruni,PERSON,1
summer 2008,DATE,1
ariel levy,PERSON,1
richard durbin,PERSON,2
cuba united states,GPE,2
patrick leahy,PERSON,2
january 17 2015,DATE,1
4000,CARDINAL,17
rhode island sen,GPE,1
100000 year,DATE,2
age 62 65,DATE,1
16 percent,PERCENT,22
11 years,DATE,2
peter g peterson,PERSON,2
early saturday,DATE,7
dr joanne liu international,PERSON,2
kunduz,GPE,7
late september,DATE,5
october 3 least 30,DATE,2
november 5,DATE,2
brian tibus,PERSON,1
american people department,ORG,1
gen john f campbell incident,PERSON,1
roughly sixth day,DATE,1
early week,DATE,5
zoltan jecs,PERSON,1
105,CARDINAL,1
early morning,TIME,12
nicholas haysom,PERSON,1
united nations assistance mission,ORG,1
international committee red cross,ORG,1
jeannicolas marti,PERSON,1
kunduz resident,ORG,1
tajikistan,NORP,1
district badakhshan east kunduz province,GPE,1
debby borza,PERSON,1
14 years ago,DATE,7
united airlines,ORG,1
93 borza,QUANTITY,1
26 million,CARDINAL,11
national memorial visitor center,ORG,1
opened week,DATE,1
deora,PERSON,1
14th,ORDINAL,12
pentagon virginia,LOC,1
nearly 100foot,CARDINAL,1
gordon felt,PERSON,1
edward porter,PERSON,1
563 mph,QUANTITY,1
20 minutes,TIME,9
flight 93,CARDINAL,1
several hundred,CARDINAL,9
tom wolf,PERSON,2
sally jewell,PERSON,6
abraham lincolns,PERSON,3
alan hantman,PERSON,1
1997 2007,DATE,1
paul murdoch,PERSON,1
deeds murdoch,PERSON,1
40 feet high one,QUANTITY,1
93s,CARDINAL,1
842,CARDINAL,1
newark,GPE,2
peter jennings,PERSON,1
93 morning,TIME,1
lauren catuzzi grandcolas,PERSON,1
linda,PERSON,3
100 feet,QUANTITY,1
20 inches,QUANTITY,1
fox business news,ORG,3
37420,DATE,1
63630,DATE,1
42200,CARDINAL,1
85000,CARDINAL,5
89913,DATE,1
58590,CARDINAL,1
carson point,PERSON,1
1978 2009,DATE,1
725 per hour,TIME,1
9 per hour,TIME,1
100000 200000,DATE,1
165 million,CARDINAL,1
76 million,CARDINAL,2
july 88,DATE,1
san francisco boston,GPE,1
oakland,GPE,7
baltimore,PERSON,16
colorado springs colo mesa ariz,FAC,1
arlington,GPE,4
tex virginia beach,GPE,1
2012 past two years,DATE,2
198 percent,PERCENT,2
256 percent,PERCENT,1
443 percent,PERCENT,2
doug watts,PERSON,3
china syria,ORG,1
communist party,ORG,1
third quarter year,DATE,1
4 million,CARDINAL,15
1999 2011,DATE,1
22 suicides day,DATE,1
tabloid daily mail,ORG,1
nearly 800000,CARDINAL,1
2015 52 percent,PERCENT,1
3500,CARDINAL,3
650000,CARDINAL,7
greece,GPE,15
unhcr,ORG,1
nearly 43 million,CARDINAL,2
600000,CARDINAL,9
january 2000,DATE,1
173 million,CARDINAL,1
123 million,CARDINAL,1
almost 5 million,CARDINAL,1
nadir,ORG,1
1 trillion,CARDINAL,7
2009 2011,DATE,4
18 years old,DATE,6
four percent,PERCENT,4
