Entity,Label,Count of NER
lynh bui,PERSON,1
255 pm,TIME,1
03 18056,DATE,1
03 2110,DATE,1
03 5038,DATE,1
last quarters,DATE,1
jim osullivan,PERSON,1
capital economics,ORG,2
first quarter 22,DATE,1
09,CARDINAL,1
269000,CARDINAL,1
prior 12 months,DATE,1
six years old,DATE,1
nigeria,WORK_OF_ART,1
january 2,DATE,1
january 7,DATE,1
4 square kilometer,QUANTITY,1
may days,DATE,1
may day,DATE,2
chris fowler,PERSON,1
kathleen otoole,PERSON,1
el comite,ORG,1
plaza seattle central college,ORG,1
jessica ramirez one,PERSON,1
seattle university,ORG,1
diana betancourt day,PERSON,1
john fugelsang,PERSON,1
april 24,DATE,2
susan milligan,PERSON,1
idiot america,ORG,1
february 20 march,DATE,1
dana milbank,PERSON,2
dan gainor media,PERSON,1
february year,DATE,1
61156,DATE,1
foia,PERSON,1
00006 percent,PERCENT,1
revenge kuffar,ORG,1
brussels definitive terror,ORG,1
belgian federal prosecutor frederic van leeuw attack airport one,ORG,1
brussels times airport,ORG,1
lognard traveler,PERSON,1
departures hall,PERSON,1
abu dhabi,GPE,1
65 feet second,QUANTITY,1
15 seconds,TIME,1
belgian news channel,ORG,1
marc noel,PERSON,1
raleigh nc belgium native noel,ORG,1
50 yards,QUANTITY,1
20 mason,MONEY,1
european union ian,ORG,1
irish times getting metro,ORG,1
thud construction metro,ORG,1
metro entrances,ORG,1
yvan majeur,PERSON,1
peter kassig,PERSON,1
joe biden hillary rodham clinton,PERSON,1
new england patriots,LOC,1
457,CARDINAL,1
quarter ended june 30,DATE,1
april end june,DATE,1
opening quarter,DATE,1
roughly 42 million,MONEY,1
first three months,DATE,1
17yearold,CARDINAL,2
jonah goldberg national review,ORG,1
state department agency,ORG,1
ross perots,PERSON,1
mulford,ORG,1
50 44,CARDINAL,1
newswashington post poll week,DATE,1
barkley,GPE,1
usmexico border laredo texas,ORG,1
10 billion  beholden anyone,MONEY,1
roughly 9,CARDINAL,1
42327,DATE,1
s going years,DATE,1
257 188 nine,QUANTITY,1
1920s 1,DATE,1
around 13,CARDINAL,1
houston salt lake city,PERSON,1
drip drip,ORG,1
5 8 percent,PERCENT,1
saad,ORG,1
monday last week,DATE,1
lesson trumps,PERSON,1
african american community community,ORG,1
jackson lee dtex,PERSON,1
andy spahn,PERSON,1
dixville notch,ORG,1
1968 year,DATE,1
fox news kelly,ORG,1
fox news bush,ORG,1
shush bush booed,ORG,1
shush,NORP,1
hillary clinton bush,PERSON,1
medicaid bush,PERSON,1
jeb kasich,PERSON,1
nearly 40 years ago,DATE,1
abood v detroit board,ORG,1
illinois narrower,ORG,1
national education association american federation teachers california teachers association american federation,ORG,1
illinois healthcare,ORG,1
tens hundreds thousands,CARDINAL,1
trump vegas phoenix illegals wreaking,ORG,1
sundays morning,TIME,1
cnns state union,ORG,2
obama win reelection,ORG,1
community graham long,PERSON,1
4200capacity,CARDINAL,1
las vegas usrussia,PERSON,1
las vegas phoenix,GPE,1
shaw sr southern,ORG,1
shot  head,PERSON,1
lyin brian williams,PERSON,1
43 years,DATE,1
linda rawles,PERSON,1
presidential candidate 2008,DATE,1
david pennington,PERSON,1
two three years,DATE,1
3 pm 10 pm,TIME,1
deborah ziegler,PERSON,1
last july 30,DATE,1
betty olson,PERSON,1
year school year,DATE,1
menlo park,GPE,1
secupp cnn,ORG,1
conservatives hill,ORG,1
west berlin,GPE,1
jesus christ obama,PERSON,1
robert jeffress pastor,PERSON,1
jesus christ jeffress,PERSON,1
koran,PRODUCT,1
united nations watchdog group,ORG,1
700 years ago,DATE,1
islamic jihad,ORG,1
fox news trumps,ORG,1
ari berman,PERSON,1
long democratic national convention philadelphia sanders,ORG,1
chuck pennachio,PERSON,1
joe lenski,PERSON,1
edison research,ORG,1
paul dr ben carson,PERSON,1
hampshire john philip sousa,PERSON,1
robert grand,PERSON,1
fox news special,ORG,1
sunni awakening,PERSON,1
dr mccants,PERSON,1
sunni muslims,NORP,1
sunni tribal,NORP,1
sunni tribes,PERSON,1
hama idlib,ORG,1
western syria syrian,NORP,1
tass news agency,ORG,1
tass,ORG,1
syria air combat planes air defense systems,ORG,1
tensions stoltenberg,PERSON,1
stoltenberg,GPE,1
forces republican party,ORG,1
limbaugh glenn beck,PERSON,1
los angeles times tea,GPE,1
david brockiantype,PERSON,1
breitbart breitbart,PERSON,1
virginian,ORG,1
charles lenchner,PERSON,1
9 months,DATE,1
tucker martin,PERSON,1
despaireven,PERSON,1
15 1999  day,DATE,1
wedgwood baptist church,ORG,1
lionheart,PERSON,1
marine,ORG,2
about three years ago,DATE,1
republican democratic party,ORG,1
moderatean 9point,DATE,1
2008and,CARDINAL,1
2008 63 percent,PERCENT,1
tuesday 73 percent,PERCENT,1
jan 7 13,DATE,1
fewer half,CARDINAL,1
hampshire hillary clinton,PERSON,2
bill notsosecret,PERSON,1
monica lewinsky hillary,PERSON,1
another 21 percent,PERCENT,1
new hampshire old,GPE,1
1947,DATE,2
lone star,PRODUCT,1
543to85,CARDINAL,1
865,CARDINAL,1
roughly 1800,CARDINAL,1
next two weeks 2382,DATE,1
south carolina primaries,GPE,1
rubio 16,PERSON,1
roughly 53 percent,PERCENT,1
six four,CARDINAL,1
2011shifted,CARDINAL,1
saddam hussein 2003,PERSON,1
next couple years,DATE,1
raymond odierno,PERSON,1
early 2010,DATE,4
salah aldin diyala kirkuk,PERSON,1
march 7 2010,DATE,1
nouri,PERSON,1
united shia coalition happened,ORG,1
big hundred,CARDINAL,1
george mason university,ORG,2
national shooting sports foundation nssf trade association firearms manufacturers,ORG,1
larry keane,PERSON,1
chosen demagogue,PERSON,1
tim murphys,PERSON,1
obama escape,PERSON,1
obama detail interviews,PERSON,1
april 14 2009,DATE,1
doubts rise,PERSON,1
van second,ORG,1
lawrence odonnell,PERSON,1
van miller,PERSON,1
jane cook,PERSON,1
gray,PERSON,1
justice department police commissioner batts,ORG,1
jerry rodriguez,PERSON,2
departments ethics office,ORG,1
months later august 2010,DATE,1
nearly 300 million,CARDINAL,1
nearly 50 million,CARDINAL,1
jan baran head,PERSON,1
state department ethics,ORG,1
ubs bank,ORG,1
780 million,CARDINAL,1
bangkok,GPE,1
state department hesitation,ORG,1
jim thessin,ORG,1
terry krinvic clintons,PERSON,1
march 2 2011,DATE,1
june 2010,DATE,2
tanzania,GPE,1
saban capital group inc firm,ORG,1
deemed sabans active involvement foreign affairs,ORG,1
steve bings,PERSON,1
12 million 450,CARDINAL,1
new york department,ORG,1
krinvic forwarded clinton,PERSON,1
davos clinton,PERSON,1
thessin,GPE,1
sudan burma,PERSON,1
august 2010,DATE,1
robert diamond,PERSON,1
interview bloomberg news,PERSON,1
davos treasury,ORG,1
threeday period,DATE,1
hcl indian,PERSON,1
mauricio macris,PERSON,2
mitt romney glenn beck,PERSON,1
783400,CARDINAL,1
jumbo jointfundraising,PERSON,1
33400 year,DATE,1
356100,DATE,1
clinton dnc,PERSON,1
republican national committee week,ORG,1
year 449400,DATE,1
668000 201516,DATE,1
668000,CARDINAL,1
115400,CARDINAL,1
783400 dnc,QUANTITY,1
356100 year,DATE,1
467600 201516,DATE,1
712200,CARDINAL,1
400800,CARDINAL,1
1113 million,CARDINAL,1
179 percent,PERCENT,2
ohio pennsylvania,ORG,1
115 percent,PERCENT,1
00,CARDINAL,1
880000,CARDINAL,1
barely 2 percent,PERCENT,1
years 2007 2012,DATE,1
national anticorruption bureau,ORG,1
new york times emphasize presence p,ORG,1
kiev monday,PERSON,1
bernadette meehan,PERSON,1
february date,DATE,1
rky staff,ORG,1
june first,DATE,1
october 7,DATE,1
893238,CARDINAL,1
577295,CARDINAL,1
315943,DATE,1
2802,DATE,1
186 million,CARDINAL,1
177960,DATE,1
91037,CARDINAL,1
100119,DATE,1
roughly 76,CARDINAL,1
texas department public safety,ORG,1
207076,CARDINAL,1
1 2014,DATE,1
357884,CARDINAL,1
4413,DATE,1
60973,CARDINAL,1
6636,CARDINAL,1
78682,DATE,1
12869,DATE,1
1113,DATE,2
3089,CARDINAL,1
1383,DATE,1
20082012,DATE,1
approximately 68,CARDINAL,1
roughly 4000,CARDINAL,1
roughly 529,CARDINAL,1
468407,DATE,1
18244,CARDINAL,1
652 miles,QUANTITY,1
roughly 1950 miles,QUANTITY,1
hillary running,PERSON,1
seven million,CARDINAL,1
the 1990s,DATE,1
19911992,DATE,1
1991 75 percent,DATE,1
nearly 67 percent,PERCENT,1
1993 2000,DATE,1
trudeau,PERSON,1
monday ending nearly decade,DATE,1
pierre trudeau,PERSON,1
1968 1984,DATE,1
dan karpenchuk,PERSON,1
canada approximation,ORG,1
john f kennedy justin trudeau,PERSON,1
4monthold,CARDINAL,1
canada justin,PERSON,1
american legions national convention cincinnati,ORG,1
shining city hill,GPE,1
robert kennedys,PERSON,1
mark naison,PERSON,1
jerald podair,PERSON,1
appleton wis,PERSON,1
april last year month,DATE,1
18 29 year olds,DATE,1
30 64 year olds,DATE,1
colin kaepernicks,PERSON,1
dylan rodriguez,PERSON,1
whitmanesque,NORP,1
yale university,ORG,1
george soross,PERSON,1
2000 years,DATE,1
cooperatives,ORG,1
ann lewis,PERSON,1
simon schuster book,PERSON,1
nearly two years election day,DATE,1
elie,PERSON,1
nobel laureate old,WORK_OF_ART,1
five trading days,DATE,1
prior week,DATE,1
200000 200000plus,CARDINAL,1
michael orourke,PERSON,1
4879,CARDINAL,1
32335,CARDINAL,1
184 percent,PERCENT,2
1790787,DATE,1
3624,CARDINAL,1
206214,DATE,1
8572,CARDINAL,1
473619,DATE,1
500s,PRODUCT,1
dec 1718,DATE,1
50day,CARDINAL,1
71 billion,CARDINAL,1
67 billion,CARDINAL,1
371 percent,PERCENT,1
706 day,DATE,1
2396,DATE,1
718,CARDINAL,1
nasdaq 2048,DATE,1
702,CARDINAL,1
292to1,CARDINAL,1
52week,CARDINAL,1
suffered string,PERSON,1
marco rubio nevada,ORG,1
lamar alexander,PERSON,1
arkansas oklahoma,ORG,1
187 percent,PERCENT,1
mike leavitt,PERSON,1
rubio loser night,PERSON,1
citizens united,PERSON,1
daniel horowitz,PERSON,1
entire week,DATE,1
massachusetts closest contest night,ORG,1
7819,CARDINAL,1
6630,DATE,1
7128,CARDINAL,1
6632,DATE,1
6533,CARDINAL,1
martha roby bradley,PERSON,1
byrne birmingham news,PERSON,1
kevin brady,PERSON,1
pete sessions,PERSON,1
kelsey snell rubios,ORG,1
west tidewater,NORP,1
northern virginia,LOC,1
rubio trump,PERSON,2
3919,DATE,1
degrees ken cuccinelli,PERSON,1
new jersey governors,ORG,1
jon meacham joe,PERSON,1
plane tom,PERSON,1
messenger paul,PERSON,1
alabama texas,ORG,1
new york usa,GPE,1
cpac year,DATE,1
bernie cover dope,ORG,1
dpcc,ORG,1
vince insalaco,PERSON,1
eight 10,DATE,1
richmond timesdispatch trumps,FAC,1
militaryrich,GPE,1
chesapeake newport news,ORG,1
sanders rubio minnesotas,ORG,1
254659,CARDINAL,1
norman transcript cruz,PERSON,1
alaska dispatch news cruz,FAC,1
suzanne downing,PERSON,1
obama participates,PERSON,1
68 billion,MONEY,1
6day weeks,DATE,1
martin bernie,PERSON,1
oct 4 2016,DATE,1
worst week,DATE,2
one pence,MONEY,1
oct 9 pence,DATE,1
putin kim,PERSON,1
muammar qaddafi saddam hussein,PERSON,1
kaine roman,PERSON,1
catholic pence bornagain,ORG,1
monday labor day,DATE,1
vermont sen bernie sanders biden,PERSON,1
boundary street,FAC,1
ella mae,ORG,1
nearly 50 years ago,DATE,1
marine corps air station beaufort road sgt,ORG,1
gate marine corps recruit,ORG,1
50 feet,QUANTITY,1
1943,DATE,1
june 1942,DATE,1
friday night hours,TIME,1
tuesday week later three past three,DATE,1
10 contests day,DATE,1
first month,DATE,1
andrew jacksons,PERSON,1
supermajority house freedom caucus,ORG,1
much day,DATE,1
kevin mccarthys,PERSON,1
jettison house,ORG,1
brooks rala,ORG,1
calmed immigration hawks,ORG,1
florida house,ORG,1
16year,CARDINAL,1
every four years election day,DATE,1
hundred thousand,CARDINAL,1
andrej schoeke nicely,PERSON,1
around 23 percent,PERCENT,1
1 2vote,CARDINAL,1
nov 9,DATE,1
antonio cheyenne,PERSON,1
marriott wardman,ORG,1
catholic health associations,ORG,1
next 21 days,DATE,1
september 2009,DATE,1
6 million 7 million,MONEY,1
carol keehan head,PERSON,1
keehan,PERSON,1
4 5,CARDINAL,1
4342 percent,PERCENT,1
15point,CARDINAL,2
4936 percent,PERCENT,1
post 15 months,DATE,1
marco rubios campaign,ORG,1
less 11 weeks,DATE,1
nine least two,CARDINAL,1
michael grimm,PERSON,1
sunday 2013,DATE,1
jim bridenstine okla,PERSON,1
gohmert tex,PERSON,1
alliesand,GPE,1
hezbollah,GPE,1
hegemony mullahs,ORG,1
saudiiranian,ORG,1
american saudi,ORG,1
africa persian gulf,LOC,1
working treasury department collaborating privatesector,ORG,1
colin p clarke,ORG,1
author terrorism inc,ORG,1
jette neighborhood,PERSON,1
330 three,CARDINAL,1
juliette kayyem,PERSON,1
among least 20,CARDINAL,1
bakraoui,ORG,1
next long ago,DATE,1
special house committee,ORG,1
benghazi committee,PERSON,1
months months months,DATE,1
resolution letter,ORG,1
later white house,ORG,2
us confront,ORG,1
iraq syria critics,ORG,1
today decade ago,DATE,1
fox news handles,ORG,1
shot white house fox news,ORG,1
monday days,DATE,1
conway county,GPE,1
ronald gainer,PERSON,1
50 titles,QUANTITY,1
ariana,GPE,1
2114,CARDINAL,1
2113,CARDINAL,1
3519,CARDINAL,1
352428,CARDINAL,1
washington post estimated,ORG,1
jonathan chaits,PERSON,1
chait,ORG,1
dan hopkins dan,PERSON,1
fec head,PERSON,1
ann ravel,PERSON,1
cleta mitchell,PERSON,1
christine matthews,PERSON,1
california congresswoman matthews,ORG,1
texas biker,ORG,1
150 200,CARDINAL,1
rick van warner,PERSON,1
van warner,ORG,1
belton texas,PERSON,1
texas confederation clubs independents,ORG,1
austin americanstatesman,PERSON,1
mclennan county sheriff mcnamara,PERSON,1
carl quintanilla later,PERSON,1
chris christie seemed benefit,ORG,1
patton oswalt,PERSON,1
berlin julian,ORG,1
bob beckel,PERSON,1
resonates least half,CARDINAL,1
richard tucker,PERSON,1
alone hour,TIME,1
carl arson,PERSON,1
steve holt,PERSON,1
holt,PERSON,1
baptist church,ORG,2
tampa pittsburgh,ORG,1
early monday morning,TIME,1
louisianas bobby,PERSON,2
arkansas mike,PERSON,1
bird,PERSON,1
year 1992,DATE,1
lynchburg va school founded,ORG,1
princeton harvard,PERSON,2
matter year,DATE,1
30 hours week 40 hours,TIME,1
betsy webb,PERSON,1
bangor school department maine,ORG,1
andrew puzder,PERSON,1
path senate,ORG,1
one hundred ninety,CARDINAL,1
march 3 day,DATE,1
january 13,DATE,1
day parade,DATE,1
bill goodman,PERSON,1
lexington mcconnell,PERSON,1
walks americas,ORG,1
contestant jimmy,PERSON,1
chao,PERSON,1
rotunda us,PERSON,1
october 2006,DATE,1
rtexas thensen,PERSON,1
kay bailey,PERSON,1
128th,ORDINAL,1
strom thurmond rsouth,PERSON,1
carolina house,ORG,1
january 20 2001,DATE,1
christopher dodd,PERSON,1
sen robert byrd,PERSON,1
january 1999,DATE,1
weeklong recess memorial,EVENT,1
signal house,ORG,1
september 24,DATE,1
house chamber capitol image,ORG,1
june 29 2005,DATE,1
bill boehner house,PERSON,1
dick armey,PERSON,1
rtexas listen house,ORG,1
lyon county,GPE,3
cody hoefert,PERSON,1
hoefert,PERSON,1
15 20 years,DATE,1
1995 2007,DATE,1
bill maher charlie,PERSON,1
los angeles times us district,GPE,1
1700,CARDINAL,1
surge department,ORG,1
philippines manila philippines  christmas,ORG,1
christmas eve christmas day,DATE,1
part least eight,CARDINAL,1
sultan kudarat province,GPE,1
north cotabato province,GPE,1
moro islamic liberation,ORG,1
bangsamoro islamic,ORG,1
miriam coronelferrer,PERSON,1
moro,ORG,1
scalia weekend,PERSON,1
sorta kinda,PERSON,1
nearly century ago,DATE,1
united era zillionaire,ORG,1
1850s,DATE,2
s congenial bipartisan,ORG,1
barry goldwater william f buckley,PERSON,1
strom thurmond milton,PERSON,1
madison square garden,FAC,1
february 1939,DATE,1
klan march,PERSON,1
1927,DATE,1
contemporary news,ORG,1
fred trumps,PERSON,1
eighteen hundred,CARDINAL,1
twenty years,DATE,1
heyday 1920s,DATE,1
massthen laid,ORG,1
sam howard,PERSON,1
1974 summer,DATE,1
irving kristol,PERSON,1
charles bronson,PERSON,2
city limitsin,ORG,1
john lindsay,PERSON,1
melodrama lindsay mayor,PERSON,1
96888,CARDINAL,1
12 months later,DATE,1
madison square garden,PERSON,1
lindsaywho,PERSON,1
two half decades,DATE,1
kahane,PERSON,1
jack newfield,PERSON,1
torah,PRODUCT,1
paul cowan,PERSON,1
ill kill,PERSON,1
25 years old,DATE,1
reptilian,NORP,1
joseph mccarthys,PERSON,1
dantonio cohn,PERSON,1
ed koch,PERSON,1
july 13,DATE,2
jailhouse jailhouse,PERSON,1
povertitians,NORP,1
abolition board,ORG,1
next dozen years,DATE,1
chris mega,PERSON,1
december 1984,DATE,1
all three years later,DATE,1
2014 two years later,DATE,1
2000 miles,QUANTITY,1
kenneth blackwell,PERSON,1
american civil rights union,ORG,1
483,CARDINAL,1
dana milbank,ORG,1
orwellian party fox news frank luntz perhaps,ORG,1
marco rubio strong,PERSON,1
third morning,TIME,1
republican field party,ORG,1
democratic national committee communications,ORG,1
9 pm et,TIME,1
dan payne,PERSON,1
manley clinton,PERSON,1
martin omalley time,PERSON,1
45 seconds minute,TIME,1
martin omalley struggled,PERSON,1
needle clinton,PERSON,1
western massachusetts distinct soil bedrock volcanic origin,ORG,1
andy finton,PERSON,1
finton,PERSON,1
30 miles year,QUANTITY,1
massachusetts tennessee,ORG,1
peter howell,PERSON,1
space institute new york,ORG,1
sanderson brook finton points,PERSON,1
nettle,ORG,1
mark anderson,PERSON,1
paul beier forest,PERSON,1
dr anderson,PERSON,1
gill paleoecologist university maine instance climate,ORG,1
10 million years ago,DATE,1
christopher dick,PERSON,1
biologist university michigan one,ORG,1
amazon basin,ORG,1
50 million 100 million,MONEY,1
dr dick,PERSON,1
44 45,CARDINAL,1
control democratic party,ORG,1
last three decades,DATE,1
joseph stiglitz nobel laureate economics,PERSON,1
44to1,CARDINAL,1
bill clinton ronald reagan,PERSON,2
85 71 months,DATE,1
136 million,CARDINAL,1
nearly 500000,CARDINAL,1
2009 5,DATE,1
nearly 93 million,CARDINAL,1
212 million 127 million,MONEY,1
878000,CARDINAL,1
bureau labor statistics,ORG,1
230000,CARDINAL,2
fiscal year ended sept 30,DATE,1
2007 fiscal year 2009,DATE,1
stockholm international peace research institute tallies,ORG,1
western pacific united states,ORG,1
nearly 8000,CARDINAL,1
2012 2025,DATE,1
2agallon,CARDINAL,1
21 per hour,TIME,1
18 per hour,TIME,1
2014 1709,DATE,1
4854,DATE,1
119931,CARDINAL,1
arizona department energy,ORG,1
texas iowa,GPE,1
strata texas,ORG,1
one point 2014,DATE,1
alabamas,PERSON,1
alabama supreme court,ORG,1
omalley martin,PERSON,1
1 one,QUANTITY,1
may 30,DATE,1
7200 square feet,QUANTITY,1
maven,GPE,1
maryland democratic party,ORG,1
martin knott baltimorearea,ORG,1
karine jeanpierre,PERSON,1
jimmy siegel,PERSON,1
kathleen kennedy,PERSON,1
africanamerican hispanic children,ORG,1
100day,DATE,1
30000 year,DATE,2
american association university,ORG,1
sick days,DATE,1
silos vivien labaton,PERSON,1
tammy baldwin,PERSON,2
particularly year,DATE,1
scott altogether clintons,PERSON,1
nevada brian,PERSON,1
el centro df,ORG,1
30 million 2016,CARDINAL,1
marshall clinton,PERSON,1
house administration committee,ORG,1
candice miller,PERSON,1
robert brady,PERSON,1
capitol police board newspaper roll,ORG,1
detail bathroom,PERSON,1
capitol police,ORG,1
security house,ORG,1
dana bash meeting,PERSON,1
two speaking later day,DATE,1
endorse trump,PERSON,1
groups federalist society heritage foundation,ORG,1
gop bloodbath united states,ORG,1
another four years,DATE,1
united core,ORG,1
rnevada,ORG,1
rep lynn,PERSON,1
sen shelley moore,PERSON,1
romney glenn beck,PERSON,1
darron dellon dennis wint one,ORG,1
philip savopoulos,PERSON,1
robin ficker,PERSON,2
george mason university fairfax virginia,ORG,1
friday first,DATE,1
53 days,DATE,2
september 2,DATE,1
donald obama,PERSON,1
moon landing,GPE,1
mike huckabee rick santorum kneel zod moment,PERSON,1
turnout half million,CARDINAL,1
cruz marco,PERSON,1
rubio john kasich,PERSON,1
dixville,GPE,2
several seven,CARDINAL,1
trumps presser,PERSON,1
biden bill clinton,PERSON,1
politicos,EVENT,2
democratic national committee potential intrusion computer network months,ORG,1
kicked dnc network june,PERSON,1
dnc clinton,PERSON,1
division,ORG,1
hallmarks russian,NORP,1
hackers dnc,LAW,1
levin michigan,PERSON,1
catholic hospital association conference court,ORG,1
neera tanden,PERSON,1
ron pollack,PERSON,1
families usa group,ORG,1
bob kocher,PERSON,1
28 trillion,QUANTITY,1
onesixth,LAW,1
65 percent percent,PERCENT,1
control healthcare,ORG,1
families usa,ORG,1
four years later 2013,DATE,1
pacific business group,ORG,1
health care dollars,ORG,1
recent months january,DATE,1
onesixth american,NORP,1
nearly six months,DATE,1
roughly 3000,CARDINAL,1
democrat house intelligence committee congress,ORG,1
huffington post place,ORG,1
bill base,PERSON,1
je suis,PERSON,1
cherif kouachi frenchborn brothers,ORG,1
sunday millions,DATE,1
william carrick,PERSON,1
jan leighley,FAC,1
jessica mendoza,PERSON,1
woodrow wilson democrat,PERSON,1
1896 1932,DATE,1
harden trumps,PERSON,1
marco cruz,PERSON,1
rubio magnet,PERSON,1
randy barnett,PERSON,1
georgetown universitys,ORG,1
reid mcconnell,PERSON,1
long senate,PERSON,1
165 days,DATE,1
white house lynch,ORG,1
health care medical services,ORG,1
early tuesday night,TIME,1
fivemonth,DATE,1
march sunday,DATE,1
friday night 36 hours,TIME,1
last week 40,DATE,1
joined least 15 million,CARDINAL,1
delaware weekend,ORG,1
brian leary,PERSON,1
mayorkas obama,ORG,1
american white,ORG,1
leaders zakaria,PERSON,1
america zakaria,ORG,2
house votes roll back,ORG,1
ralston,PERSON,4
firewall nevada,ORG,1
nearly 6,CARDINAL,1
73000,CARDINAL,1
republicans clark,PERSON,1
3 explanations donald,QUANTITY,1
one month ago,DATE,1
downhill clinton,ORG,1
nailbiter weeks,DATE,1
august 17,DATE,1
509 percent,PERCENT,1
politicos glenn thrush,PERSON,1
message week,DATE,1
xenophobic islamophobic name,PERSON,1
brendan nyhan upshot suspect health news,PERSON,1
jeff stein,PERSON,1
andrew gelman alan abramowitz,PERSON,1
joe biden praises,PERSON,1
administration united states,GPE,1
bbc carter,ORG,1
past 18 months,DATE,1
barbara starr,PERSON,1
obama speaking atlantic magazine,ORG,1
jim acosta state union,PERSON,1
four nights,DATE,1
bill tuesday night,PERSON,1
clinton democratic national committee,ORG,1
bernie sanders long,PERSON,1
previous week,DATE,1
720 250,CARDINAL,1
muslim immigration khan,ORG,1
gen john allen oldschool,PERSON,1
last night 2004,TIME,1
first predawn hours,TIME,1
nasas budget house committee science space,ORG,1
323 million,CARDINAL,1
1947 billion,DATE,1
1773 billion,CARDINAL,1
fy2016 1947 billion,LAW,1
1450 billion,MONEY,1
fy2016,PRODUCT,3
1199 billion,CARDINAL,1
approximately 18 percent,PERCENT,1
roughly 26 percent,PERCENT,1
charles bolden,PERSON,1
american geophysical union,ORG,1
eddie bernice johnson dtexas,PERSON,1
year ago two days,DATE,1
linda imsland,PERSON,1
1120,DATE,1
north city,LOC,1
free syrian army rfe,ORG,1
tens,CARDINAL,1
august 2014 august,DATE,1
tass news agency russias federation council upper parliamentary house,ORG,1
air power,ORG,1
support federation council,ORG,1
valentina matviyenko,PERSON,1
kasich twoterm,PERSON,1
1983 2001 1995,DATE,1
ed rollins,PERSON,1
gov jim gilmore,PERSON,1
ohio kasich,GPE,1
medicaid enrollment,ORG,1
degree ohio,PERSON,1
kasichs white house,PERSON,1
bernie sanders vs,PERSON,1
michael kruse,PERSON,1
labor wall street banks,ORG,1
soundbites,NORP,1
starz,NORP,1
feb 12 2015,DATE,1
three eight,QUANTITY,1
morgan south elementary school,ORG,1
roughly 10 20 percent,PERCENT,1
kidd,PERSON,1
liam montgomery,PERSON,1
illinois state board,ORG,1
parcc,PERSON,2
kocanda,GPE,2
bobby jindals,PERSON,1
melinda,PERSON,1
monday january 25 2016,DATE,1
last four,DATE,1
511,CARDINAL,1
philip bump,ORG,1
next eight days,DATE,1
45 years old,DATE,1
age thirty,DATE,1
age 29,DATE,2
917 percent,PERCENT,1
samara,GPE,1
yanna krupnikov,PERSON,1
klar krupnikov,PERSON,1
vox obama,PERSON,1
34 26,CARDINAL,1
nearly twothirds 65,CARDINAL,1
gallup alex seitzwald,PERSON,1
michael f bennet,PERSON,1
martin omalley contained,PERSON,1
much three weeks,DATE,1
398,CARDINAL,1
22 miles,QUANTITY,1
85 miles,QUANTITY,1
almost four,CARDINAL,1
139 miles,QUANTITY,1
nearest,ORG,1
nearest clinics,ORG,1
julie mccarthy,PERSON,1
andrew olvera,PERSON,1
18 15,DATE,1
nepali,PERSON,1
nearly 130,CARDINAL,1
415 million,CARDINAL,1
ohio state university psychology doctoral,ORG,1
dan schley,PERSON,1
thomas zeitzoff political scientist,PERSON,1
almost halfcentury,CARDINAL,1
dartmouth college,ORG,1
curiosity maayan,PERSON,1
nader,PERSON,1
intifada,ORG,1
september 2000,DATE,1
nablus west bank,GPE,1
2000 2005,DATE,1
palestinians american,NORP,1
jay van bavel,PERSON,1
israels west bank,ORG,1
right past two decades,DATE,1
dgani,PERSON,3
soldier cofounder,PERSON,1
thomas zeitzoff american,PERSON,1
robert zoellick mildmannered,PERSON,1
zoellick left george w bush,PERSON,1
meghan osullivan,PERSON,1
osullivan,NORP,1
american public osullivan,ORG,1
miami cuba,PERSON,1
last 14 months,DATE,1
robert lieber,PERSON,1
umbrella group,ORG,1
libyan jihadist,ORG,1
quilliam,PERSON,1
next monday,DATE,2
eu border controls effective,ORG,1
cameron make,PERSON,1
millions advertising dollars,MONEY,1
133rd,GPE,1
john carroll,PERSON,1
india building millions,ORG,1
narendra modis,PERSON,1
clean india,ORG,1
april 53 percent,DATE,1
karnataka film,PERSON,1
jayamala subramaniam chief,PERSON,1
bezwada wilson,PERSON,1
madhu,GPE,1
bill melinda,PERSON,1
delhi meanwhile,ORG,1
sarah root college,PERSON,1
almost 10000,CARDINAL,1
unspools,PERSON,1
130000,CARDINAL,2
70s 80s 90s,DATE,1
citizenry trumps,PERSON,1
january 20 2017,DATE,1
ron herndon,PERSON,1
america point,ORG,1
africanamerican pit master,ORG,1
henry giroux,PERSON,1
hamilton ontario,PERSON,1
age 18 29,DATE,1
james kalb,PERSON,1
rasmussen,PERSON,1
278,CARDINAL,1
elizabeth langbecker,PERSON,1
san bernardino calif,GPE,1
dave mudcat,PERSON,1
michael sanders,PERSON,1
attack least six months,DATE,1
peter pan,PERSON,2
2003 2005,DATE,1
mohammad khatami iran,PERSON,1
peter jenkins,PERSON,1
inter press,ORG,1
17000 pounds,QUANTITY,1
almost 25 years,DATE,1
1996  19 years ago,DATE,1
week last 10 years,DATE,1
static weeks,DATE,1
midseptember wisconsin,PERSON,1
rubio rand paul,ORG,1
26 22,CARDINAL,1
carly fiorina star,ORG,1
sarah isgur,PERSON,1
early 2017,DATE,1
4 million third quarter,CARDINAL,1
around 44 million,CARDINAL,1
trump carson cnbc,PERSON,1
dolley madison,PERSON,1
april 21 1876,DATE,1
1878,CARDINAL,1
april 1878,DATE,1
william holman,PERSON,1
election 1876,DATE,1
nancy kleinhenz,PERSON,1
scott fanny,PERSON,1
10 seven,CARDINAL,1
